moneda,zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour de Gabriel García Márquez,¡Gratis!,256 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour de la esmeralda por Cartagena,¡Gratis!,Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour privado por Cartagena de Indias,"95.172,41 CL$",84 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour nocturno por Getsemaní,"47.837,98 CL$",23 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla del Encanto,"108.264,92 CL$",14 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Barranquilla,"94.920,64 CL$",47 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco con espectáculo y cena por Cartagena,"70.498,08 CL$",214 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco privado por las Islas del Rosario,"730.158,77 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco pirata al atardecer,"41.543,51 CL$",59 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por el castillo San Felipe de Barajas y el Cerro de la Popa,"40.071,86 CL$",144 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Bora Bora Beach,"98.193,76 CL$",75 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour del café en Cartagena de Indias,"33.990,14 CL$",32 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Pao Pao Beach,"98.193,76 CL$",20 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Pesca de cangrejo en los manglares de Cartagena de Indias,"65.462,51 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Tierra Bomba,"42.466,78 CL$",175 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al Aviario Nacional de Colombia + Playa Blanca,"92.151,07 CL$",106 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour panorámico por Cartagena para cruceros,"60.426,93 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Snorkel en las Islas del Rosario + Pueblo nativo de Orika,"175.741,66 CL$",3 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla Múcura,"98.193,76 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Santa Marta y Barranquilla,"109.423,10 CL$",123 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Varios destinos,Excursión al Parque Tayrona,"112.167,49 CL$",66 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Coralina Island,"117.832,51 CL$",8 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Crucero VIP con cena por Cartagena,"57.909,14 CL$",15 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour del plancton luminoso + Club de playa en Barú,"68.735,63 CL$",58 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Crucero con cena por Cartagena,"49.096,88 CL$",408 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Fiesta caribeña en barco por Cartagena,"33.990,14 CL$",40 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en bicicleta por Cartagena de Indias,"57.909,14 CL$",18 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla del Pirata,"93.158,18 CL$",35 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo a caballo por la playa al atardecer + Cena,"62.944,72 CL$",7 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco al atardecer,"28.954,57 CL$",192 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al volcán del Totumo y manglares de Cartagena,"97.186,65 CL$",42 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Turbaco,"80.569,24 CL$",8 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en catamarán con espectáculo folclórico o DJ,"39.025,72 CL$",8 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la esclavitud por Cartagena de Indias,"49.096,88 CL$",3 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de Gabriel García Márquez,"45.320,19 CL$",13 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour gastronómico por Cartagena de Indias,"33.990,14 CL$",12 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour por las iglesias de Mompox,"18.430,21 CL$",3 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour en bicicleta al amanecer por Mompox,"28.954,57 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al volcán del Totumo,"36.507,93 CL$",14 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour por el centro histórico y el barrio San Diego,¡Gratis!,3 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Vuelo en paratrike por Cartagena + Tour por los manglares,"193.869,74 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour del café y el tabaco por Cartagena,¡Gratis!,7 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Paseo en barco por Mompox,"28.199,23 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Pub Crawl ¡Tour de fiesta por Cartagena de Indias!,"18.883,41 CL$",57 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco al atardecer + Entrada a una discoteca,"25.177,88 CL$",10 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour por el exterior de los museos de Cartagena,¡Gratis!,10 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Buceo en los barcos hundidos de Barú,"171.209,64 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Snorkel en la península de Barú,"53.503,01 CL$",11 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en barco pirata por la bahía de Cartagena,"98.445,54 CL$",13 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Alquiler de lancha con patrón en Cartagena,"302.134,66 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por los manglares de Cartagena,"47.208,54 CL$",6 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Cena en un restaurante del centro histórico,"44.061,30 CL$",11 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Tour del plancton luminiscente por Barú,"42.802,41 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de las leyendas de Cartagena,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Alquiler de motos de agua en Cartagena,"55.391,35 CL$",5 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de los piratas + Museo Naval del Caribe,"18.883,41 CL$",7 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en calesa por Cartagena de Indias,"28.325,12 CL$",10 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Bautismo de buceo en Cartagena,"83.842,36 CL$",17 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por Getsemaní + Clase de champeta,"20.142,31 CL$",6 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la isla Palma,"185.812,81 CL$",5 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en patinete por Cartagena,"30.339,35 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Visita guiada por Mompox,"30.213,46 CL$",6 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a una finca de caballos de Manzanillo del Mar,"45.646,28 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la cultura africana por Cartagena,"45.320,19 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla de Cocoliso,"88.122,61 CL$",10 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak al atardecer por Cartagena,"52.873,56 CL$",12 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de Cartagena para Instagram,"104.488,23 CL$",5 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Santa Marta,"139.737,28 CL$",6 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Granja Los Abuelos + Vivarium del Caribe,"45.320,19 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla Cholón,"79.184,46 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por el Mercado Bazurto,"59.168,03 CL$",10 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Cata de ron y chocolate en Cartagena,"98.193,76 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour del arte urbano en bicicleta,"57.909,14 CL$",5 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Paseo en barco privado al atardecer por Mompox,"102.348,11 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller y degustación de helado de paila,"45.320,19 CL$",6 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de compras por Cartagena de Indias,"41.543,51 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour de la artesanía de Mompox + Taller de queso,"28.954,57 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de aventura en Cartagena de Indias,"128.407,23 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Bautismo de buceo en Barú,"64.455,39 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por los bares con terraza de Cartagena,"69.239,19 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la esmeralda,"44.061,30 CL$",6 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en chambaculera por Cartagena,"84.345,92 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour de la filigrana por Mompox,"12.588,94 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak por Punta Arena,"62.944,72 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller de panadería colombiana en Cartagena,"60.590,58 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Clase de cocina colombiana en Cartagena,"85.604,82 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Yoga en el Namasté Beach Club de Tierra Bomba,"78.680,90 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Buceo en Barú,"98.571,43 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak por Cartagena,"57.909,14 CL$",4 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller de chocolate en Cartagena de Indias,"90.640,39 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la fruta colombiana,"40.284,62 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour a pie por Cartagena para cruceros,"41.543,51 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al Parque Vivarium del Caribe,"87.621,82 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,San Basilio de Palenque,Visita guiada por San Basilio de Palenque,"40.032,84 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Clase de salsa con música en directo,"84.345,92 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Degustación de maracuyá en Cartagena,"26.436,78 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Degustación de comida callejera en Cartagena de Indias,"65.462,51 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour en bicicleta por Mompox,"25.177,88 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la música champeta,"47.837,98 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en bicicleta por Tierra Bomba,"108.365,63 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller de turbantes en Cartagena,"22.660,09 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a San Juan Nepomuceno y la Reserva Los Colorados,"129.741,66 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a San Jacinto Bolívar,"123.371,65 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak por Tierra Bomba,"125.889,44 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Salto en paracaídas en Cartagena,"336.628,37 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la isla Corona,"201.423,11 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Clase privada de cocina colombiana con comida,"45.320,19 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Curso de paddle surf en Cartagena,"33.990,14 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Entrada a un club de playa de Barú,"16.113,84 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,"Visita a la reserva Fundación Loros + Paseo en 4x4, quad o caballo","151.067,33 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Tubará,"113.552,27 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Sesión de fotos en coche clásico,"10.071,15 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Alquiler de bicicleta en Mompox,"15.106,73 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Curso de buceo PADI Open Water en Barú,"548.877,97 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Fliteboard en Barú,"66.217,84 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Isla Fuerte,Bautismo de buceo en Isla Fuerte,"80.569,24 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Turbaco,Free tour por Turbaco,¡Gratis!,Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Fiesta en barco por la Isla Cholón,"99.956,21 CL$",5 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour privado por los museos de Cartagena de Indias,"100.711,55 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Barú,Snorkel en Barú,"42.802,41 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour privado de compras por Barranquilla,"163.656,27 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Fiesta en la isla de Tierra Bomba,"47.082,65 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a isla Grande,"95.675,97 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en helicóptero + Fiesta caribeña en barco,"166.174,06 CL$",Novedad,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Visita guiada por Villa de Leyva,"21.401,20 CL$",9 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour de aventura en Villa de Leyva,"62.944,72 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour por los pueblos de Boyacá,"74.274,77 CL$",8 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour de Villa de Leyva al completo,"35.249,04 CL$",10 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour en quad por el desierto de Villa de Leyva,"48.341,54 CL$",8 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Visita al viñedo Marqués de Villa de Leyva,"56.964,97 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Taller de artesanía en Ráquira,"51.299,94 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Senderismo por el Parque Ecológico La Periquera,"36.507,93 CL$",3 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Paseo a caballo por los Pozos Azules,"53.817,73 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por los pueblos de Boyacá,"95.675,97 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Senderismo por Las Cárcavas de Villa de Leyva,"23.918,99 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por Tunja,"47.837,98 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Senderismo por el Santuario de Fauna y Flora Iguaque,"85.604,82 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour de aventura en el Hoyo de la Romera,"6.042,69 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour por los museos de Villa de Leyva,"36.507,93 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Excursión al lago Tota,"95.675,97 CL$",2 opiniones,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Espeleología en la cueva de la Fábrica,"52.873,56 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Excursión al Molino de la Primavera y El Infiernito,"28.639,84 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Alquiler de bicicletas en Villa de Leyva,"15.106,73 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por los museos de Tunja,"47.837,98 CL$",1 opinión,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour en bicicleta por Villa de Leyva,"77.736,73 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Turmequé,Juego del tejo en Turmequé,"12.840,72 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour en bicicleta por Tunja,"88.122,61 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Turmequé,Senderismo por Teguatá,"19.890,53 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Taller de lana + Valle Escondido,"83.716,48 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour por Villa de Leyva y Ráquira,"96.934,87 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Turmequé,Senderismo por los bosques de Turmequé,"14.099,61 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Taller de pintura con tierra en Villa de Leyva,"20.142,31 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Monguí,Tour por las montañas de Monguí,"20.394,08 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Excursión al páramo de Ocetá,"105.747,13 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour de la cultura muisca por Tunja,"62.944,72 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por las iglesias de Tunja,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por los pueblos de Ricaurte Alto,"100.711,55 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour de arquitectura por Tunja,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour rural y de aventura por Tunja,"47.837,98 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour cultural por Villa de Leyva,"23.918,99 CL$",Sin valorar,Civitatis,2026-01-05 16:50
CLP,https://www.civitatis.com/es/cauca/,Popayán,Tour privado por Popayán,"50.355,77 CL$",8 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Avistamiento de cóndores en Puracé + Termales de San Juan,"113.300,49 CL$",8 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión a las aguas termales del Coconuco,"91.269,84 CL$",2 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión a Silvia + Visita a una comunidad misak,"90.640,39 CL$",4 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Visita guiada por Popayán,"39.277,50 CL$",3 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al Parque Arqueológico Nacional de Tierradentro,"144.772,86 CL$",Sin valorar,Civitatis,2026-01-05 16:51
