moneda,pais,destino,actividad,precio,opiniones,viajeros,url_fuente,fuente,fecha_scan
CLP,Argentina,Esquel,Excursión al Parque Nacional de Los Alerces,"76.986,59 CL$",Sin valorar,42 viajeros,https://www.civitatis.com/es/esquel/,Civitatis,2026-01-09 15:11
CLP,Argentina,Esquel,Tour por Esquel y La Hoya,"60.828,91 CL$",Sin valorar,,https://www.civitatis.com/es/esquel/,Civitatis,2026-01-09 15:11
CLP,Argentina,Esquel,Excursión a Trevelin + Cascadas y viñas del Nant y Fall,"118.200,11 CL$",Sin valorar,5 viajeros,https://www.civitatis.com/es/esquel/,Civitatis,2026-01-09 15:11
CLP,Argentina,Esquel,Rafting en el río Corcovado,"39.206,13 CL$",1 opinión,10 viajeros,https://www.civitatis.com/es/esquel/,Civitatis,2026-01-09 15:11
CLP,Argentina,Esquel,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/esquel/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada al Parque Nacional El Leoncito,"91.243,37 CL$",4 opiniones,61 viajeros,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada al Arroyo Turquesa,"190.090,36 CL$",1 opinión,16 viajeros,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada a la Laguna Blanca,"161.576,81 CL$",Sin valorar,11 viajeros,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Tour privado por el Valle de Calingasta + Cata de vinos,"91.243,37 CL$",Sin valorar,11 viajeros,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada a la Sierra del Tontal,"161.576,81 CL$",Sin valorar,,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada a los hongos de Tocota,"161.576,81 CL$",Sin valorar,,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada al refugio de Los Manantiales,"161.576,81 CL$",Sin valorar,,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada al Bosque Petrificado,"91.243,37 CL$",Sin valorar,,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada a la reserva de Los Morrillos,"161.576,81 CL$",Sin valorar,,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Excursión privada a las minas del río Castaño,"161.576,81 CL$",Sin valorar,,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Barreal,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/barreal/,Civitatis,2026-01-09 15:11
CLP,Argentina,Las Grutas,Excursión a las Salinas del Gualicho,"142.567,77 CL$",3 opiniones,10 viajeros,https://www.civitatis.com/es/las-grutas/,Civitatis,2026-01-09 15:11
CLP,Argentina,Las Grutas,Excursión al Fuerte Argentino + Snorkel en la laguna Loma Blanca,"142.567,77 CL$",Sin valorar,,https://www.civitatis.com/es/las-grutas/,Civitatis,2026-01-09 15:11
CLP,Argentina,Las Grutas,Excursión al Cañadón de las Ostras y El Sótano,"76.036,14 CL$",Sin valorar,,https://www.civitatis.com/es/las-grutas/,Civitatis,2026-01-09 15:11
CLP,Argentina,Las Grutas,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/las-grutas/,Civitatis,2026-01-09 15:11
CLP,Argentina,Cañuelas,Polo en la Estancia Villa María,"133.063,25 CL$",2 opiniones,11 viajeros,https://www.civitatis.com/es/canuelas/,Civitatis,2026-01-09 15:11
CLP,Argentina,Cañuelas,Paseo a caballo por la Estancia Villa María,"133.063,25 CL$",Sin valorar,8 viajeros,https://www.civitatis.com/es/canuelas/,Civitatis,2026-01-09 15:11
CLP,Argentina,Cañuelas,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/canuelas/,Civitatis,2026-01-09 15:11
CLP,Argentina,San Antonio de Areco,Experiencia gaucha en San Antonio de Areco,"204.830,30 CL$",15 opiniones,127 viajeros,https://www.civitatis.com/es/san-antonio-de-areco/,Civitatis,2026-01-09 15:11
CLP,Argentina,San Antonio de Areco,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/san-antonio-de-areco/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Excursión a las Sierras de Comechingones,"44.671,23 CL$",1 opinión,53 viajeros,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Tour panorámico por Villa de Merlo,"33.265,81 CL$",3 opiniones,36 viajeros,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Free tour por Villa de Merlo,¡Gratis!,Novedad,12 viajeros,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Observación de estrellas en Villa de Merlo,"25.978,04 CL$",Sin valorar,,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Senderismo por la Sierra de Comechingones al atardecer,"42.214,32 CL$",Sin valorar,,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Excursión al Valle de Traslasierra por la Ruta 14,"32.472,55 CL$",Sin valorar,,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,Villa de Merlo,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/villa-de-merlo/,Civitatis,2026-01-09 15:11
CLP,Argentina,La Falda,Paseo a caballo por las sierras de Córdoba,"51.956,09 CL$",2 opiniones,26 viajeros,https://www.civitatis.com/es/la-falda/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Falda,Tour de 3 días a caballo por las sierras de Córdoba,"454.615,81 CL$",Sin valorar,,https://www.civitatis.com/es/la-falda/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Falda,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/la-falda/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Camino de los Siete Lagos y San Martín de los Andes,"84.590,21 CL$",8 opiniones,138 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Excursión a Villa Traful,"97.896,53 CL$",2 opiniones,33 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Excursión privada desde Villa La Angostura,"494.234,95 CL$",1 opinión,13 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Excursión a Cerro Bayo por libre,"15.207,22 CL$",Sin valorar,44 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Traslados en Villa La Angostura,"5.374,20 CL$",1.102 opiniones,20.723 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Tour privado por Villa La Angostura,"253.770,64 CL$",Sin valorar,3 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Tour panorámico por Villa La Angostura,"30.414,45 CL$",Sin valorar,25 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Excursión a Bariloche,"84.590,21 CL$",Sin valorar,6 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Buceo en el lago Correntoso,"47.522,59 CL$",Sin valorar,,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Bautismo de buceo en el lago Correntoso,"47.522,59 CL$",Sin valorar,11 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,Villa La Angostura,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/villa-la-angostura/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Baños termales de San Gerónimo + Salinas del Bebedero,"148.270,48 CL$",1 opinión,12 viajeros,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión al Parque Nacional Sierra de las Quijadas,"247.117,47 CL$",2 opiniones,4 viajeros,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión a El Volcán y El Trapiche,"197.693,98 CL$",Sin valorar,4 viajeros,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión a La Carolina,"214.802,11 CL$",Sin valorar,2 viajeros,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión a Villa de Merlo y La Toma,"280.383,29 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Tour por San Luis y Potrero de los Funes,"148.270,48 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión a Río Grande y Nogolí,"197.693,98 CL$",Sin valorar,,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión a Villa Mercedes,"214.802,11 CL$",Sin valorar,,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,"Excursión a La Punta, Suyuque y Villa de la Quebrada","148.270,48 CL$",1 opinión,1 viajero,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Tour por Potrero de los Funes y San Luis,"148.270,48 CL$",Sin valorar,,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,San Luis,Excursión al río Grande y Nogolí,"197.693,98 CL$",Sin valorar,,https://www.civitatis.com/es/san-luis/,Civitatis,2026-01-09 15:12
CLP,Argentina,Paraná,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/parana/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión a El Volcán y El Trapiche,"197.693,98 CL$",1 opinión,7 viajeros,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,"Excursión a La Punta, Suyuque y Villa de la Quebrada","148.270,48 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Baños termales de San Gerónimo + Salinas del Bebedero,"148.270,48 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión al río Grande y Nogolí,"197.693,98 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión al Parque Nacional Sierra de las Quijadas,"247.117,47 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión a Villa Mercedes,"214.802,11 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Tour por Potrero de los Funes y San Luis,"148.270,48 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión a Villa de Merlo y La Toma,"280.383,29 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión a La Carolina,"214.802,11 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Tour por San Luis y Potrero de los Funes,"148.270,48 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Potrero de los Funes,Excursión a Río Grande y Nogolí,"197.693,98 CL$",Sin valorar,,https://www.civitatis.com/es/potrero-de-los-funes/,Civitatis,2026-01-09 15:12
CLP,Argentina,Colón,Tour en kayak por el río Uruguay,"95.045,18 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/colon/,Civitatis,2026-01-09 15:12
CLP,Argentina,Colón,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/colon/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a los parques de Talampaya y Valle de la Luna,"81.738,85 CL$",24 opiniones,118 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a Sanagasta y el Parque de Dinosaurios,"44.671,23 CL$",2 opiniones,14 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a Chilecito y Cuesta de Miranda,"78.887,50 CL$",4 opiniones,30 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Ruta del Adobe y Termas de Fiambalá en 1 o 2 días,"100.747,89 CL$",3 opiniones,20 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a la Laguna Brava,"273.254,90 CL$",1 opinión,20 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a Catamarca,"73.184,79 CL$",Sin valorar,13 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Tour por los pueblos de la costa riojana,"118.635,39 CL$",1 opinión,13 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Tour en 4x4 por el Cerro de la Cruz,"37.067,62 CL$",Sin valorar,6 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,"Valle de la Luna, Talampaya y Laguna Brava en 2 días","207.198,50 CL$",Sin valorar,9 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Tour por La Rioja y Las Padercitas,"89.770,17 CL$",1 opinión,3 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Senderismo por el Pucará de Los Sauces,"44.671,23 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión al Cañón del Triásico,"175.833,58 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a la Quebrada del Yeso,"273.254,90 CL$",Sin valorar,,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Trekking por Los Colorados o la Quebrada de los Cóndores,"50.373,94 CL$",Sin valorar,,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,"Shincal, Campo de Piedra Pómez y volcán Carachi Pampa en 2 días","239.513,86 CL$",Sin valorar,,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión a la Cuesta de Miranda y Mina La Mexicana,"249.493,60 CL$",Sin valorar,,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,La Rioja Argentina,Excursión al cráter Corona del Inca,"332.658,14 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/la-rioja-argentina/,Civitatis,2026-01-09 15:12
CLP,Argentina,Concordia,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/concordia/,Civitatis,2026-01-09 15:13
CLP,Argentina,Gualeguaychú,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/gualeguaychu/,Civitatis,2026-01-09 15:13
CLP,Argentina,Santa Fe,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/santa-fe/,Civitatis,2026-01-09 15:13
CLP,Argentina,Mar del Plata,Free tour por Mar del Plata,¡Gratis!,9 opiniones,108 viajeros,https://www.civitatis.com/es/mar-del-plata/,Civitatis,2026-01-09 15:13
CLP,Argentina,Mar del Plata,Senderismo por la costa de Mar del Plata,"29.225,30 CL$",2 opiniones,25 viajeros,https://www.civitatis.com/es/mar-del-plata/,Civitatis,2026-01-09 15:13
CLP,Argentina,Mar del Plata,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/mar-del-plata/,Civitatis,2026-01-09 15:13
CLP,Argentina,Formosa,Senderismo por la laguna Oca,"42.214,32 CL$",3 opiniones,7 viajeros,https://www.civitatis.com/es/formosa/,Civitatis,2026-01-09 15:13
CLP,Argentina,Formosa,Tour en kayak por el río Paraguay,"63.646,21 CL$",1 opinión,4 viajeros,https://www.civitatis.com/es/formosa/,Civitatis,2026-01-09 15:13
CLP,Argentina,Formosa,Tour en bicicleta por la laguna Oca,"63.646,21 CL$",1 opinión,2 viajeros,https://www.civitatis.com/es/formosa/,Civitatis,2026-01-09 15:13
CLP,Argentina,Formosa,Avistamiento de aves en la laguna Oca,"55.203,34 CL$",Sin valorar,,https://www.civitatis.com/es/formosa/,Civitatis,2026-01-09 15:13
CLP,Argentina,Formosa,Tour nocturno en bicicleta por Formosa,"32.472,55 CL$",Sin valorar,,https://www.civitatis.com/es/formosa/,Civitatis,2026-01-09 15:13
CLP,Argentina,Formosa,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/formosa/,Civitatis,2026-01-09 15:13
CLP,Argentina,Trelew,Entrada al Museo Paleontológico,"16.157,68 CL$",1 opinión,97 viajeros,https://www.civitatis.com/es/trelew/,Civitatis,2026-01-09 15:13
CLP,Argentina,Trelew,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/trelew/,Civitatis,2026-01-09 15:13
CLP,Argentina,Trelew,Traslados en Trelew,"18.058,58 CL$",96 opiniones,1.318 viajeros,https://www.civitatis.com/es/trelew/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Tour de viñedos y bodegas por San Rafael,"84.428,65 CL$",12 opiniones,108 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Excursión al cañón del Atuel,"42.214,32 CL$",29 opiniones,271 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Excursión al valle de Las Leñas,"66.893,47 CL$",9 opiniones,113 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Excursión al embalse de Los Reyunos,"25.328,59 CL$",11 opiniones,104 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Visita a la bodega La Mansa Wine States,"61.697,86 CL$",Sin valorar,10 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Visita a las bodegas El Nevado y Fow,"73.387,98 CL$",Sin valorar,2 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Tour por San Rafael + Visita a una bodega y una chocolatería,"22.730,79 CL$",Novedad,,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,San Rafael,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/san-rafael/,Civitatis,2026-01-09 15:13
CLP,Argentina,Reconquista,Tour por el humedal Jaaukanigás,"71.283,88 CL$",Sin valorar,,https://www.civitatis.com/es/reconquista/,Civitatis,2026-01-09 15:13
CLP,Argentina,Reconquista,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/reconquista/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Free tour por Posadas,¡Gratis!,4 opiniones,41 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión a Salto Encantado y Moconá,"201.495,78 CL$",5 opiniones,48 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión a las ruinas de San Ignacio,"112.153,31 CL$",10 opiniones,37 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión privada a los Esteros del Iberá,"279.012,09 CL$",2 opiniones,48 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Tour panorámico por Posadas,"52.274,85 CL$",2 opiniones,14 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión a las Cataratas de Iguazú,"209.099,40 CL$",1 opinión,31 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,"Excursión a las ruinas jesuíticas de Santa Ana, Loreto y San Ignacio","118.806,47 CL$",1 opinión,16 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Ruinas jesuíticas de La Santísima Trinidad del Paraná y Jesús de Tavarangüé,"142.567,77 CL$",5 opiniones,22 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Tour por Posadas + Avistamiento de aves,"64.630,72 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión a la Estancia La Armonía,"85.540,66 CL$",Sin valorar,,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión a Apóstoles y las ruinas jesuíticas de Santa María La Mayor,"120.707,38 CL$",Sin valorar,,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Excursión a la Cruz de Santa Ana y ruinas de San Ignacio,"147.320,03 CL$",Sin valorar,,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Tour de la yerba mate y el té por Apóstoles,"80.788,40 CL$",Sin valorar,3 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Posadas,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/posadas-argentina/,Civitatis,2026-01-09 15:13
CLP,Argentina,Potrerillos ,Rafting en el río Mendoza,"42.214,32 CL$",8 opiniones,195 viajeros,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Tour en kayak por el embalse Potrerillos,"42.214,32 CL$",2 opiniones,15 viajeros,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Tirolina sobre el embalse Potrerillos,"33.771,46 CL$",6 opiniones,48 viajeros,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Trekking de iniciación en Potrerillos,"37.668,16 CL$",1 opinión,20 viajeros,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Paddle surf en el embalse Potrerillos,"46.760,48 CL$",Sin valorar,7 viajeros,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Trekking avanzado en Potrerillos,"148.074,86 CL$",Sin valorar,,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Paseo en velero por el embalse de Potrerillos,"104.549,70 CL$",Sin valorar,,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Potrerillos ,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/potrerillos/,Civitatis,2026-01-09 15:14
CLP,Argentina,Comodoro Rivadavia,Tour en 4x4 por Rocas Coloradas,"190.090,36 CL$",Sin valorar,,https://www.civitatis.com/es/comodoro-rivadavia/,Civitatis,2026-01-09 15:14
CLP,Argentina,Comodoro Rivadavia,Tour en 4x4 por el río Chico,"304.144,58 CL$",Sin valorar,,https://www.civitatis.com/es/comodoro-rivadavia/,Civitatis,2026-01-09 15:14
CLP,Argentina,Comodoro Rivadavia,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/comodoro-rivadavia/,Civitatis,2026-01-09 15:14
CLP,Argentina,Cabra Corral,Tour de aventura en Cabra Corral,"217.653,47 CL$",Sin valorar,4 viajeros,https://www.civitatis.com/es/cabra-corral/,Civitatis,2026-01-09 15:14
CLP,Argentina,Cabra Corral,"Banana boat, moto de agua y kayak en Cabra Corral","233.174,34 CL$",Sin valorar,,https://www.civitatis.com/es/cabra-corral/,Civitatis,2026-01-09 15:14
CLP,Argentina,Cabra Corral,Seguro de viaje Civitatis,"20.427,67 CL$",2.838 opiniones,93.757 viajeros,https://www.civitatis.com/es/cabra-corral/,Civitatis,2026-01-09 15:14
