destino,actividad,precio,descripcion
Leticia,Plan Parque Mundo Amazónico: Caminata Nocturna,$90.000,"¡Embárcate en una aventura llena de emoción y diversión! ¡Descubre la mágica selva amazónica en una caminata nocturna en Mundo Amazónico! Explora la selva amazónica bajo la luz de la luna , acompañado por un guía experto. Esta experiencia te llevará a descubrir un mundo fascinante que cobra vida cuando el sol se oculta . Durante la noche, los sonidos de la selva se intensifican, permitiéndote sumergirte en la sinfonía natural que solo la Amazonía puede ofrecer. ¡Y eso no es todo! Tendrás la oportunidad de avistar criaturas increíbles que se mantienen ocultas durante el día : anfibios, insectos y arácnidos. ¿Estás listo para una experiencia única en la selva amazónica? ¡Reserva ahora y prepárate para una experiencia inolvidable en Mundo Amazónico a tan solo 15 minutos de Leticia ! ¿Quieres saber más sobre esta emocionante aventura? Descubre las actividades que te esperan en el Parque Ecológico Mundo Amazónico: Entrada al Parque Ecológico Mundo Amazónico. Caminata por sendero de selva (2 horas y media). Acompañamiento de guía especializado. Equipamiento con linternas para todo el recorrido. Precios. El precio por persona sin transporte es de $80.000 pesos colombianos. El precio por persona con transporte es de $90.000 pesos colombianos. ( i ncluye transporte desde el hotel en Leticia hasta el parque y de regreso, no incluye transporte fluvial si te encuentras sobre el río)."
Nemocón,Excursión de 1 día a la Mina Sal de Nemocón desde la ciudad de Bogotá.,$138.000,"Conoce la Mina de Sal de Nemocón en esta excursión de un día saliendo desde la ciudad de Bogotá y disfruta de una maravilla escondida en lo más profundo de la tierra. Durante esta actividad, recorrerás 1.600 metros por túneles y cámaras a 80 metros bajo tierra y como si fuera poco, conocerás “El corazón de Colombia”, un cristal de sal en forma de corazón, considerado el más grande del mundo. La excursión a la Mina de Sal de Nemocón es la oportunidad perfecta para que conozcas de cerca el proceso de producción de sal utilizado desde la época prehispánica y los más de 500 años de historia que tiene esta mina. Algunos de los principales atractivos turísticos que conocerás durante el recorrido son: La cascada de Sal. Manantial o poso de los deseos. Espejos de Salmuera. No te quedes sin conocer la Mina de Sal de Nemocón. Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $300.000. Si reservas para 2 personas el costo por persona será de COP $186.000. Si reservas para 3 personas el costo por persona será de COP $147.000. Si reservas para 4 o más personas el costo por persona será de COP $138.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Nemocón,Excursión de 1 día a la Mina de sal de Nemocón y Catedral de Sal de Zipaquirá desde Bogotá.,$300.000,"Conoce la Mina de Sal de Nemocón y la Catedral de Sal de Zipaquirá en esta excursión de 1 día saliendo desde la ciudad de Bogotá. En la Mina de Sal de Nemocón tendrás la posibilidad de recorrer 1.600 metros de túneles y cámaras subterraneas que llegan a situarse hasta a 80 metros bajo tierra. Además, es la oportunidad perfecta para que conozcas de cerca el proceso de producción de sal utilizado desde la época prehispánica y los más de 500 años de historia que tiene esta mina. En el recorrido por la Catedral de Sal conocerás la primera maravilla colombiana considerada como el único templo subterráneo del mundo que se sitúa a 180 metros bajo tierra . No te quedes sin conocer dos atractivos subterráneos cerca de la ciudad de Bogotá. Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $600.000. Si reservas para 2 personas el costo por persona será de COP $390.000. Si reservas para 3 personas el costo por persona será de COP $350.000. Si reservas para 4 o más personas el costo por persona será de COP $300.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Nemocón,Excursión privada de 1 día a la Laguna de Guatavita y Mina de Sal de Nemocón desde Bogotá.,$430.000,"Conoce la Laguna de Guatavita y la Mina de Sal de Nemocón en esta excursión de un día saliendo desde la ciudad de Bogotá. En la Laguna de Guatavita conocerás un poco de la cultura precolombina con la historia de la Leyenda del Dorado y podrás disfrutar del hermoso paisaje que ofrece el lugar. En la Mina de Sal de Nemocón tendrás la posibilidad de recorrer 1.600 metros por túneles que se encuentran 80 metros bajo tierra aproximadamente. Asimismo, conocerás la Cascada de Sal y el Poso de los Deseos. Los principales atractivos de la excursión son: Recorrido por la Laguna de Guatavita. Historia de la Leyenda del Dorado. Visita a la Mina de Sal de Nemocón. Cascada de Sal. Manantial o Poso de los Deseos. Espejos de Salmuera. Precios y Descuentos El precio por persona es de $430.000"
Calarcá,Ruta Experiencial de Café Hacienda Combia,$207.000,"Embárcate en una aventura sensorial única en la Ruta Experiencial de Café del Hotel Hacienda Combia , un recorrido diseñado para despertar tus sentidos y conectar profundamente con la magia del café . A lo largo de esta experiencia, serás guiado por un viaje inmersivo lleno de arte, color y naturaleza. Caminando entre paisajes cautivadores, podrás descubrir el proceso del café desde su siembra hasta la taza, mientras te envuelves en aromas, texturas y sabores que revelan la esencia de esta bebida emblemática. La ruta está pensada para interactuar con el entorno, invitándote a tocar, oler y saborear cada detalle, mientras disfrutas de la belleza natural que rodea la hacienda. Cada parada en el recorrido será una oportunidad para sorprenderte con el arte local, la cultura cafetera y las tradiciones de la región. Conocerás las historias que dan vida a cada grano, y aprenderás sobre el cuidado y la pasión que ponen los caficultores en cada cosecha. ¡Ven a experimentar la magia del café de una forma única y transformadora, y déjate cautivar por los colores y sonidos que hacen de este recorrido una vivencia inolvidable! Precios 2025 El precio por persona COP $207.000 COP"
Villa de Leyva,Excursión Privada de 1 día a Villa de Leyva desde la ciudad de Bogotá.,$340.000,"Conoce uno de los municipios más bonitos de Colombia en esta excursión de 1 día a Villa de Leyva desde la ciudad de Bogotá. Además de visitar y recorrer las calles de este fascinante municipio de Boyacá, el cual ha sido reconocido como Monumento Nacional desde 1954, conocerás: El Puente de Boyacá: Un icónico puente en donde tuvo lugar la última batalla que le dió la independencia a Colombia. Ubaté: Un municipio reconocido por su producción láctea. Chiquinquirá: Un lugar de gran valor para los católicos el cual está cargado de importantes joyas arquitectónicas. Ráquira: Un pintoresco pueblo conocido como la capital artesanal de Colombia. ¿Estás listo(a) para vivir un día inolvidable en la sabana cundiboyacense? Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $790.000. Si reservas para 2 personas el costo por persona será de COP $500.000. Si reservas para 3 personas el costo por persona será de COP $380.000. Si reservas para 4 o más personas el costo por persona será de COP $340.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Villa de Leyva,Excursión Grupal de 1 día a Villa de Leyva desde la ciudad de Bogotá.,$145.000,"Conoce uno de los municipios más bonitos de Colombia en esta excursión grupal de 1 día a Villa de Leyva desde la ciudad de Bogotá. Además de visitar y recorrer las calles de este fascinante municipio de Boyacá, el cual ha sido reconocido como Monumento Nacional desde 1954, conocerás: El Puente de Boyacá: Un icónico puente en donde tuvo lugar la última batalla que le dió la independencia a Colombia. Ubaté: Un municipio reconocido por su producción láctea. Chiquinquirá: Un lugar de gran valor para los católicos el cual está cargado de importantes joyas arquitectónicas. Ráquira: Un pintoresco pueblo conocido como la capital artesanal de Colombia. Durante el recorrido estarás acompañado de un guía experto quien te contará sobre la historia de cada uno de los lugares que visitarás. ¿Estás listo(a) para vivir un día inolvidable en la sabana cundiboyacense? Reserva tu cupo con nosotros ya. Precios y Descuentos El precio por persona es de COP $145.000"
Villa de Leyva,Cabalgata de Dos Horas por el Desierto de Villa de Leyva,$104.000,"Embárcate en una e mocionante aventura a caballo a través de la cautivadora zona semidesértica de Villa de Leyva ! Disfruta de dos horas repletas de emoción mientras exploras paisajes impresionantes y descubres dos miradores que te dejarán sin aliento con sus vistas panorámicas incomparables del municipio. Nuestro guía local te acompañará en todo momento , brindándote las instrucciones necesarias para garantizar una experiencia segura y compartiendo contigo datos fascinantes sobre los lugares que visitarás. ¡No pierdas la oportunidad de vivir dos horas inolvidables a lomos de un majestuoso caballo! Reserva tu lugar ahora mismo y únete a nosotros en esta increíble aventura. Salidas disponibles todos los días, desde las 9am hasta las 3pm, cada dos horas. Precios. El precio por persona es de COP $104.000."
Villa de Leyva,Taller de Barro en Ráquira Saliendo de Villa de Leyva,$64.000,"Aprende cómo se fabrican las famosas piezas de barro de Ráquira en este divertido taller dirigido por artesanos locales de este reconocido municipio boyacense. Durante la actividad, tendrás la oportunidad de fabricar una pieza en barro o cerámica usando el torno eléctrico bajo la supervisión de un profesional. Esta actividad sale desde Villa de Leyva e incluye también un recorrido por las calles del pintoresco pueblo de Ráquira en Boyacá. ¿Qué esperas para aprender una manualidad nueva? Reserva tu cupo en este taller de barro con nosotros ya. Precios y Descuentos 2022. El precio por persona para 1 persona es de COP $265.000. El precio por persona para grupos de 2 a 4 personas es de COP $145.000. El precio por persona para grupos de 5 a 7 personas es de COP $80.000. El precio por persona para grupos de 8 a 12 personas es de COP $64.000."
Villa de Leyva,Tour al Parque Gondava y Granja de las Avestruces desde Villa de Leyva,$202.000,"Conoce dos de los principales parques temáticos de Boyacá; el Parque Gondava y la Granja de los avestruces en este tour de 4 horas saliendo desde Villa de Leyva. En el Parque Gondava, conocido como el Gran Valle de los Dinosaurios, podrás ver de primera mano algunos dinosaurios a tamaño real hechos en cemento o goma. Por otra parte, en La Granja de los avestruces tendrás una experiencia cercana con algunas especies exóticas. ¿Qué esperas para conocer dos de los principales atractivos turísticos de Villa de Leyva? Reserva tu cupo con nosotros ya. Precios y descuentos. El precio para 1 persona es de COP $202.000. El precio para grupos de 2 a 4 personas es de COP $130.000. El precio para grupos de 5 a 7 personas es de COP $107.000. El precio para grupos de 8 a 12 personas es de COP $96.000."
Villa de Leyva,Recorrido de 1 Hora en Cuatrimoto en Villa de Leyva,$115.000,"¡Prepárate para una emocionante aventura en cuatrimoto en Villa de Leyva que te dejará sin aliento! Descubre la belleza natural de este increíble destino mientras recorres algunos de los paisajes más impresionantes durante una hora llena de adrenalina. En este emocionante recorrido, explorarás un pozo rojo y dos azules , ubicados en una finca privada con una superficie plana perfecta para disfrutar al máximo de la experiencia en cuatrimoto. Nuestro experimentado guía estará a tu lado en todo momento, brindándote las recomendaciones necesarias para garantizar tu seguridad y compartiendo contigo detalles fascinantes sobre los lugares que visitarás. ¡No pierdas la oportunidad de vivir una aventura única en cuatrimoto en Villa de Leyva! Reserva tu lugar ahora mismo y prepárate para una experiencia inolvidable llena de emoción y paisajes de ensueño. Precios. El precio por moto es de COP $115.000. Nota: Pueden ir 2 personas por moto."
Villa de Leyva,Tour Guiado al Molino la Primavera y Museo Fósil en Villa de Leyva,$74.000,"¡Descubre la fascinante historia de Villa de Leyva con una experiencia que te llevará a dos de sus joyas más impresionantes: el Molino Primavera y el Museo Fósil! Sumérgete en el pasado mientras exploras el Molino Primavera o Valle Escondido, ubicado a solo 12 kilómetros del centro de Villa de Leyva . Admira la majestuosidad de esta obra arquitectónica del siglo XVII y aprende sobre los antiguos instrumentos de molienda que se utilizaban en esa época. Luego, adéntrate en el asombroso mundo prehistórico en el Museo Fósil, situado a solo 6 kilómetros de la ciudad. Aquí, te esperan los fascinantes vestigios de un reptil marino llamado Kronosaurus Boyacensis Hampa, una experiencia única que te transportará a tiempos remotos. ¿Estás listo para sumergirte en el pasado y explorar dos de los principales atractivos turísticos de Villa de Leyva? ¡No esperes más y reserva tu lugar ahora mismo para una experiencia que te dejará maravillado! Tenemos salidas todos los días a las 9 am o 2 pm Precios y Descuentos. El precio para 1 persona es de COP $177.000. El precio para grupos de 2 a 4 personas es de COP $114.000. El precio para grupos de 5 a 7 personas es de COP $80.000. El precio para grupos de 8 a 12 personas es de COP $74.000."
Villa de Leyva,"Lunada, Fogata y Citytour en Villa de Leyva",$60.000,"Vive una noche inolvidable en Boyacá con este tour de 3 horas en el que disfrutarás de una increíble lunada, una fogata y un Citytour por Villa de Leyva. Esta actividad inicia a las 7:00 pm en el centro de Villa de Leyva, e incluye el traslado en una típica Chiva a una finca privada en donde tendrás la oportunidad de probar un delicioso Canelazo a la luz de una fogata mientras disfrutas de música en vivo. Precios. El precio por persona es de COP $60.000."
Villa de Leyva,"Taller de Barro en Ráquira, Boyacá",$26.000,"Aprende cómo se fabrican las famosas piezas de barro de Ráquira en este divertido taller dirigido por artesanos locales de este reconocido municipio boyacense. Durante la actividad, tendrás la oportunidad de fabricar una pieza en barro o cerámica usando el torno eléctrico bajo la supervisión de un profesional. ¿Qué esperas para aprender una manualidad nueva? Reserva tu cupo en este taller de barro con nosotros ya. Precios y Descuentos 2024 El precio por persona para 1 persona es de COP $26.000 COP"
Villa de Leyva,Boyacá + Catedral de Sal de Zipaquirá desde Manizales,$760.000,"Descubre Boyacá, tierra de historia y libertad, donde los paisajes imponentes y la tradición artesanal se combinan para ofrecer una experiencia inolvidable. Recorre sus pueblos encantadores, conoce de cerca el trabajo de los artesanos del barro y déjate cautivar por la belleza única de Villa de Leyva, una parada imperdible en el corazón del altiplano. Completa esta aventura visitando la majestuosa Catedral de Sal de Zipaquirá , una de las maravillas arquitectónicas de Colombia, construida en las profundidades de una antigua mina. Un viaje que combina cultura, historia y asombro en cada paso. Precios 2025 El precio por persona mayor de 4 años es de COP $760.000 COP El precio por persona menor de 4 años es de COP $90.000 COP"
Villa de Leyva,Tour de un día a Ráquira y Villa de Leyva desde Bogotá,$230.000,"Explora la magia colonial y artesanal de Boyacá en este pasadía que combina historia, cultura y tradición. Comienza tu recorrido en Ráquira , un pueblo lleno de color y vida, reconocido como la capital artesanal de Colombia por su ancestral tradición alfarera. Disfruta del encanto de sus calles, tiendas y de la experiencia en la Mano del Artesano , donde podrás observar el proceso de creación de piezas únicas o incluso participar en talleres de cerámica. Luego, déjate cautivar por Villa de Leyva , uno de los pueblos más hermosos y mejor conservados del país. Camina por sus calles empedradas, visita su imponente plaza principal y descubre rincones llenos de historia, arquitectura colonial y ambiente bohemio. ¿Quieres vivir un día lleno de cultura, tradición y paisajes inolvidables? Precios El precio por adulto mayor de 9 años es de COP $230.000 El precio por niños entre 3 a 9 años es de COP $220.000"
Cartagena,Tour a las Islas del Rosario y Playa Blanca desde Cartagena,$180.000,"Vive un día inolvidable en dos de los destinos más encantadores cerca de Cartagena. Conoce el fascinante entorno natural del archipiélago de las Islas del Rosario y disfruta de una tarde relajante en Playa Blanca , todo en un solo tour saliendo desde la ciudad de Cartagena . Durante esta experiencia, tendrás la oportunidad de visitar uno de los destinos más bellos del Caribe colombiano, compuesto por 27 islas con aguas tranquilas, cristalinas y llenas de vida marina. Actividades destacadas: Conocer un archipiélago de aguas cristalinas y rica biodiversidad. Elegir entre visitar el Oceanario o practicar Snorkel. Descansar en Playa Blanca , una de las playas más famosas de Barú. Degustar la gastronomía típica del Caribe colombiano. ¿Te animas a vivir un día inolvidable en las Islas del Rosario y Playa Blanca? ¡Reserva tu cupo ya! Precios El precio por persona es de $180.000 pesos colombianos."
Cartagena,"Tour Islas del Rosario desde Cartagena: Isla Grande, Cholón, Agua Azul y Playa Tranquila (Barú)",$298.000,"Vive 4 paraísos en una sola excursión desde Cartagena. ¿Buscas un plan imperdible en el Caribe colombiano? Este tour desde Cartagena te llevará por las playas más hermosas de las Islas del Rosario : Isla Grande , Isla Cholón , Agua Azul y Playa Tranquila en Barú . Acompañado por un guía local experto , disfrutarás de aguas cristalinas, experiencias únicas como snorkel en Isla Grande y un almuerzo típico frente al mar. ¡Una de las mejores actividades desde Cartagena para desconectarte y vivir el Caribe como se debe! ¿Qué esperas para conocer 4 de los principales destinos turísticos de las Islas del Rosario? Reserva tu cupo con nosotros ya. Precios y Descuentos. El precio por persona es de $298.000 pesos colombiano"
Cartagena,Excursión de un día a Isla Múcura desde Cartagena,$498.000,"Vive un día inolvidable en un paraíso natural en esta excursión de un día a Isla Múcura saliendo desde la ciudad de Cartagena. Durante la excursión realizarás un fascinante recorrido en lancha por el archipiélago donde tendrás la oportunidad de disfrutar de una hermosa vista panorámica de algunos de los lugares más destacados de la zona; entre ellos: Isla Palma, Tintípan, Boquerón, Islote e Isla Múcura. Además, tendrás el tiempo suficiente para descansar y recorrer la hermosa Isla Múcura donde disfrutarás de un delicioso almuerzo típico de la región caribe colombiana. Y como si fuera poco, contarás con el a compañamiento permanente de un guía experto quien te explicará y contara detalles importantes de cada uno de los lugares que visitarás. ¿Qué esperas para conocer una de las maravillas naturales colombianas en esta excursión a la Isla Múcura? Precios y Descuentos El precio por persona es de $498.000 pesos colombianos"
Cartagena,Tour de un día al Parque Tayrona desde Cartagena,$498.000,"Visita una de las reservas ecológicas más importantes de Colombia y disfruta de sus playas paradisíacas en este tour de un día al Parque Tayrona saliendo desde la ciudad de Cartagena. En este viaje -que se realiza los días martes y viernes- conocerás algunas de las playas más fascinantes del país, las cuales se destacan por estar estar situadas en un ambiente donde abunda la riqueza natural. Algunas de los lugares que visitarás durante este tour serán: La Playa de Arrecifes. La Piscina de los Dioses. El Cabo San Juan. Adicionalmente disfrutarás de los ecosistemas de manglar, corales, matorrales espinosos y bosques del Parque Tayrona. Ten presente que durante el tour, contarás con la compañía permanente de un guía quien te contará detalles importante de los lugares que visitarás. ¿Qué esperas para conocer uno de los Parques Naturales más hermoso del Caribe Colombiano? Precios y Descuentos El precio por persona es de $498.000 pesos colombianos"
Cartagena,Excursión en bus a Playa Blanca desde Cartagena,$120.000,"Vive un día de sol, mar y descanso en una de las playas más famosas de Colombia. Disfruta de esta excursión de un día a Playa Blanca saliendo desde la ciudad de Cartagena y conoce uno de los destinos más paradisíacos del Caribe colombiano. Este tour es perfecto si estás buscando relajarte con tus amigos, familiares o pareja en un entorno natural de aguas cristalinas y arena blanca. Estarás acompañado por un interprete local. Experiencias destacadas: Relajarte en una playa rodeado de naturaleza. Degustar la gastronomía típica del Caribe colombiano. ¿Qué esperas para conocer uno de los destinos más encantadores del Caribe colombiano ? ¡Reserva tu cupo ahora mismo! Precios y Descuentos El precio por persona es de $120.000 pesos colombianos"
Cartagena,Tour de un Día a Playa Blanca desde Cartagena con Acceso a Zonas Comunes de un Hostal,$160.000,"Escápate a una de las playas más hermosas de Barú. Disfruta de un día inolvidable con este relajante tour a Playa Blanca , uno de los destinos más visitados cerca de Cartagena. Este plan es perfecto para quienes desean un espacio cómodo y tranquilo, con acceso a las zonas comunes de un hostal frente al mar , ideal para descansar, tomar el sol y compartir con amigos o familia. ¿Estas listo para disfrutar Playa Blanca como nunca antes, en un entorno cómodo y relajante? ¡Reserva hoy tu lugar y vive Cartagena con nosotros ! Precios y Descuentos El precio por persona es de $160.000 pesos colombianos"
Cartagena,"Citytour en Cartagena por la tarde: historia, cultura y lugares icónicos",$199.000,Conoce lo mejor de Cartagena con este Citytour en horas de la tarde. Ideal para descubrir su encanto histórico y cultural mientras el sol baja en el horizonte. Este tour es perfecto para quienes desean aprender sobre el pasado colonial de la ciudad y explorar sus sitios más representativos en compañía de un guía experto. Lugares que visitarás: Castillo de San Felipe de Barajas. Monumento de las Botas Viejas. Bóvedas. Centro histórico de Cartagena. ¿Qué esperas para conocer la historia y cultura de Cartagena en una tarde inolvidable? ¡Reserva tu cupo hoy mismo! Precios y Descuentos El precio por persona es de $199.000 pesos colombianos
Cartagena,"Tour Islas del Rosario: Isla Grande, Cholón, Agua Azul, Playa Tranquila y Plancton Luminoso",$333.000,"5 experiencias únicas en un solo tour desde Cartagena. Prepárate para un día de aventura y naturaleza con este espectacular tour a las Islas del Rosario , en el que conocerás cuatro paraísos caribeños : Isla Grande, Cholón, Agua Azul y Playa Tranquila (Barú), y cerrarás la jornada con una experiencia mágica: el avistamiento del plancton luminoso . Este recorrido, con una duración aproximada de 12 horas , es ideal para los amantes del mar, la fotografía y los fenómenos naturales únicos. Todo el trayecto estarás acompañado por un guía experto que te compartirá datos interesantes y culturales de cada sitio visitado. ¿Estás listo(a) vivir uno de los planes más completos y mágicos en Cartagena? ¡Reserva ahora y asegura tu lugar en esta experiencia en las Islas del Rosaro! Precios y Descuentos El precio por persona es de $333.000 pesos colombianos"
Cartagena,Excursión de 1 día a San Basilio de Palenque desde Cartagena.,$385.000,"Conoce San Basilio de Palenque , el primer pueblo libre de América, en esta inolvidable excursión de un día saliendo desde Cartagena . Durante esta experiencia cultural, te adentrarás en la historia viva de un pueblo que ha conservado sus tradiciones africanas, su idioma criollo, su música, danzas y gastronomía. Lo más destacado: Conocerás las raíces africanas de Palenque y su papel en la historia de Colombia. Escucharás a músicos locales que transmiten alegría a través de sus canciones. Vivirás una experiencia auténtica con la calidez de los habitantes del pueblo. Probarás sabores únicos de la cocina palenquera en un entorno tradicional. ¿Qué esperas para vivir un día lleno de cultura, historia y tradición en San Basilio de Palenque? ¡Reserva tu cupo con nosotros ahora! Precios y Descuentos El precio por persona es de es de COP $385.000."
Cartagena,Tour por Getsemaní: Recorrido Guiado de 2 Horas en Cartagena,$130.000,"Descubre el barrio más colorido y auténtico de Cartagena Sumérgete en la historia, el arte y la cultura popular con este imperdible tour en Cartagena por el barrio Getsemaní , uno de los sectores más vibrantes y representativos de la ciudad. Durante 2 horas recorrerás a pie las coloridas calles de este emblemático barrio, acompañado por un guía local experto que te contará la historia detrás de sus murales, plazas y personajes icónicos. ¿Estás listo para recorrer Getsemaní, vivir su historia y enamorarte de su esencia? ¡Reserva tu lugar hoy mismo y vive Cartagena como un local! Precios. El precio por persona es de $130.000 pesos colombianos."
Cartagena,Recorrido en Yate Express de una hora y media por la Bahía de Cartagena,$220.000,"Realiza un recorrido de una hora y media en un Yate Express con una capacidad de hasta 50 personas por la Bahía de Cartagena y deléitate con un hermoso atardecer mientras navegas. En esta oportunidad, apreciarás una perspectiva diferente de la ciudad de Cartagena y su bahía estando abordo de un cómodo Yate, en donde podrás compartir con tu familia o amigos mientras cae la tarde. Durante el recorrido podrás disfrutar de buena música y tendrás consumo ilimitado de bebidas como Cuba Libre, Ron Punch, Cerveza Nacional, Vino, Limonada y Gaseosa. ¿Qué esperas para realizar un recorrido privado en Yate por la Bahía de Cartagena? Reserva tu cupo con nosotros ya. Precios. El precio por persona es de $220.000 pesos colombianos."
Cartagena,Recorrido en Yate Master de una hora y media por la Bahía de Cartagena,$125.000,"Realiza un recorrido de una hora y media en un Yate Master con una capacidad de hasta 80 personas por la Bahía de Cartagena y deléitate con un hermoso atardecer mientras navegas. En esta oportunidad, apreciarás una perspectiva diferente de la ciudad de Cartagena y su bahía estando abordo de un cómodo Yate, en donde podrás compartir con tu familia o amigos mientras cae la tarde. Durante el recorrido podrás disfrutar de buena música y tendrás consumo ilimitado de bebidas como Cuba Libre, Ron Punch, Cerveza Nacional, Vino, Limonada y Gaseosa. ¿Qué esperas para realizar un recorrido privado en Yate por la Bahía de Cartagena? Reserva tu cupo con nosotros ya. Precios. El precio por persona es de $125.000 pesos colombianos."
Pereira,Excursión de un día al Nevado del Ruiz desde Pereira,$390.000,"Si quieres vivir un día lleno de aventuras en alta montaña, esta excursión de un día al Nevado del Ruiz saliendo desde Pereira, Risaralda es, sin duda, el plan perfecto para ti. Durante esta visita al Nevado disfrutarás de paisajes deslumbrantes como el ofrecido por la Laguna Negra y sus Frailejones, caminarás por lugares mágicos como el Valle de las Tumbas y visitarás sitios tan increíbles como el Hotel Termales el Otoño donde experimentarás los beneficios de las deliciosas aguas termales. Además, contarás con la compañía de un guía profesional que te explicará los detalles más importantes de cada uno de los lugares que visites. Algunos de las actividades más destacados que realizarás en esta excursión de un día al Nevado del Ruiz serán: Desayunarás en el Restaurante La Esperanza. Conocerás el increíble paisaje de La Laguna Negra. Visitarás El Nevado del Ruiz y sus zonas más importantes como Los Aguacerales , Los Arenales , El Valle Lunar y El Valle de las Tumbas. Conocerás La Cascadas del Gualí. Te bañarás en las deliciosas piscinas termales del Hotel Termales el Otoño. ¡Y mucho más! ¿Qué esperas para vivir un día inolvidable en el Parque Natural los Nevados ? Reserva tú cupo ya. Precios El precio por cada adulto o mayor de 6 años es de COP $390.000"
Pereira,Balsaje por el Río la Vieja desde la ciudad de Pereira,$180.000,"Vive un día de aventura rodeado de naturaleza en este Balsaje por el Río la Vieja saliendo desde la ciudad de Pereira. En esta actividad tendrás la posibilidad de realizar un descenso de dos horas aproximadamente por el Río la Vieja en una Balsa artesanal Además, podrás disfrutar del agua cálida del río y estarás en contacto directo con la naturaleza durante todo el recorrido. Para el almuerzo te tendremos preparado un típico Fiambre en hoja de Bijao. U Durante el recorrido estarás acompañado de un guía e interprete ambiental local quien te dará las instrucciones necesarias para realizar la actividad con seguridad. No te quedes sin vivir una aventura inolvidable en el Río la Vieja. Reserva tu cupo ya. Precios y Descuentos Si reservas para 1 persona el costo por persona será de COP $400.000. Si reservas para 2 personas el costo por persona será de COP $280.000. Si reservas para 3 personas el costo por persona será de COP $240.000 Si reservas para 4 personas el costo por persona será de COP $210.000 Si reservas para 5 o más personas el costo por persona será de COP $180.000 Los descuentos se aplicarán de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Pereira,Excursión privada de un día al Nevado del Ruiz desde Pereira,$850.000,"Si quieres vivir un día lleno de aventuras en alta montaña, esta excursión privada de un día al Nevado del Ruiz saliendo desde Pereira, Risaralda es, sin duda, el plan perfecto para ti. Durante esta visita al Nevado disfrutarás de paisajes deslumbrantes como el ofrecido por la Laguna Negra y sus Frailejones, caminarás por lugares mágicos como el Valle de las Tumbas y visitarás sitios tan increíbles como el Hotel Termales el Otoño donde experimentarás los beneficios de las deliciosas aguas termales. Además, contarás con la compañía de un guía profesional que te explicará los detalles más importantes de cada uno de los lugares que visites. Algunos de las actividades más destacados que realizarás en esta excursión de un día al Nevado del Ruiz serán: Desayunarás en el Restaurante La Esperanza. Conocerás el increíble paisaje de La Laguna Negra. Visitarás El Nevado del Ruiz y sus zonas más importantes como Los Aguacerales , Los Arenales , El Valle Lunar y El Valle de las Tumbas. Conocerás La Cascadas del Gualí. Te bañarás en las deliciosas piscinas termales del Hotel Termales el Otoño. ¡Y mucho más! ¿Qué esperas para vivir un día inolvidable en el Parque Natural los Nevados ? Reserva tú cupo ya. Precios y descuentos 2026 El precio para 1 Persona es de COP $850.000. Grupo de 2 Personas precio por persona COP $550.000. Grupo de 3 Personas precio por persona COP $450.000. Grupo de 4 Personas precio por persona COP $420.000. Grupo de 5 Personas o más precio por persona COP $390.000."
Pereira,Excursión de un día al Nevado Santa Isabel desde Pereira,$400.000,"Vive un día de alta montaña en esta excursión de un día por el Nevado Santa Isabel saliendo desde la ciudad de Pereira , Risaralda. En esta actividad disfrutaras del ecosistema característico del páramo , tendrás la posibilidad de desayunar en una finca campesina y realizarás una caminata de aproximadamente tres horas a más de 4.000 msnm hasta llegar al borde del glaciar del Nevado Santa Isabel. Estarás acompañado de un guía especializado durante todo el recorrido. Algunos de los atractivos de la actividad son: Posada Campesina. Borde de Glaciar Nevado Santa Isabel. Sector Conejeras. Ecosistema del Páramo y Superpáramo. ¿Qué esperas para vivir un día de alta montaña en el Nevado Santa Isabel ? Reserva tú cupo ya. Precios y descuentos 2025. Sábados y Domingos salidas grupales. El precio por persona es de COP $400.000. Lunes a Viernes salidas privadas. El precio para 1 Persona es de COP $1.118.000. Grupo de 2 Personas precio por persona COP $640.000. Grupo de 3 Personas precio por persona COP $500.000. Grupo de 4 Personas precio por persona COP $440.000. Grupo de 5 Personas o más precio por persona COP $400.000."
