destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Negombo,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Mirissa,Sri Lanka,Avistamiento de cetáceos en Mirissa,"59.892,06 CL$",CLP,4 opiniones,29 viajeros,Whale-Watching-Sri-Lanka,hasheeractive@gmail.com,+94779754963,"Pasikku Hannadige Hasheera Chaturanga | Kettagaha Watta, Mihiriwella Road, Mirissa, Mirissa, Sri Lanka",https://www.civitatis.com/es/mirissa/avistamiento-cetaceos-mirissa/,2026-02-02
Mirissa,Sri Lanka,Snorkel en Mirissa,"23.035,41 CL$",CLP,1 opinión,19 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/snorkel-mirissa/,2026-02-02
Mirissa,Sri Lanka,Safari privado por el Parque Nacional de Udawalawe,"313.281,57 CL$",CLP,Sin valorar,7 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/safari-udawalawe/,2026-02-02
Mirissa,Sri Lanka,Safari privado por el Parque Nacional de Yala,"294.853,25 CL$",CLP,Sin valorar,17 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/safari-parque-yala/,2026-02-02
Mirissa,Sri Lanka,Buceo en Mirissa,"64.499,14 CL$",CLP,Sin valorar,3 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/buceo-mirissa/,2026-02-02
Mirissa,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Mirissa,Sri Lanka,Surf en Weligama,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/weligama/surf-weligama/,2026-02-02
Nilaveli,Sri Lanka,Snorkel en la isla Pigeon,"54.654,27 CL$",CLP,Sin valorar,9 viajeros,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/snorkel-isla-pigeon/,2026-02-02
Nilaveli,Sri Lanka,Curso PADI Advanced Open Water Diver,"273.271,37 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/curso-padi-advanced-open-water-diver/,2026-02-02
Nilaveli,Sri Lanka,Buceo en Nilaveli,"49.188,84 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/buceo-nilaveli/,2026-02-02
Nilaveli,Sri Lanka,Bautismo de buceo en Nilaveli,"76.515,98 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/bautismo-buceo-nilaveli/,2026-02-02
Nilaveli,Sri Lanka,Curso de buceo PADI Open Water,"300.598,51 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/curso-buceo-padi-open-water/,2026-02-02
Nilaveli,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Nilaveli,Sri Lanka,Bautismo de buceo en Trincomalee,"76.515,98 CL$",CLP,Sin valorar,2 viajeros,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/bautismo-buceo-trincomalee/,2026-02-02
Nilaveli,Sri Lanka,Buceo en Trincomalee,"49.188,84 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/buceo-trincomalee/,2026-02-02
Trincomalee,Sri Lanka,Snorkel en la isla Pigeon,"54.654,27 CL$",CLP,Sin valorar,26 viajeros,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/snorkel-isla-pigeon/,2026-02-02
Trincomalee,Sri Lanka,Bautismo de buceo en Trincomalee,"76.515,98 CL$",CLP,Sin valorar,2 viajeros,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/bautismo-buceo-trincomalee/,2026-02-02
Trincomalee,Sri Lanka,Curso PADI Advanced Open Water Diver,"273.271,37 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/curso-padi-advanced-open-water-diver/,2026-02-02
Trincomalee,Sri Lanka,Buceo en Trincomalee,"49.188,84 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/buceo-trincomalee/,2026-02-02
Trincomalee,Sri Lanka,Curso de buceo PADI Open Water,"300.598,51 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/trincomalee/curso-buceo-padi-open-water/,2026-02-02
Trincomalee,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Trincomalee,Sri Lanka,Bautismo de buceo en Nilaveli,"76.515,98 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/bautismo-buceo-nilaveli/,2026-02-02
Trincomalee,Sri Lanka,Buceo en Nilaveli,"49.188,84 CL$",CLP,Sin valorar,,Nilaveli Diving Centre,info@nilavelidiving.com,+94770778597,"Ceylon Water Sports (PVT) Ltd | 294 Matara Road, Unawatuna, Sri Lanka, Galle, Sri Lanka",https://www.civitatis.com/es/nilaveli/buceo-nilaveli/,2026-02-02
Bentota,Sri Lanka,Paseo en barco por los manglares de Bentota,"18.428,32 CL$",CLP,Sin valorar,9 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/paseo-barco-manglares-bentota/,2026-02-02
Bentota,Sri Lanka,Excursión privada a Galle y Hikkaduwa,"128.998,29 CL$",CLP,1 opinión,10 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/excursion-galle-hikkaduwa/,2026-02-02
Bentota,Sri Lanka,Excursión privada a Kalutara y finca Lunuganga,"103.198,63 CL$",CLP,Sin valorar,,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/excursion-kalutara-finca-lunuganga/,2026-02-02
Bentota,Sri Lanka,Tour en moto de agua por Bentota,"36.856,65 CL$",CLP,Sin valorar,3 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/tour-moto-agua-bentota/,2026-02-02
Bentota,Sri Lanka,Curso de windsurf en Bentota,"73.713,31 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/curso-windsurf-bentota/,2026-02-02
Bentota,Sri Lanka,Wakeboard o esquí acuático en Bentota,"41.463,73 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/wakeboard-esqui-acuatico-bentota/,2026-02-02
Bentota,Sri Lanka,Excursión privada a Colombo,"128.998,29 CL$",CLP,Sin valorar,4 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/excursion-colombo/,2026-02-02
Bentota,Sri Lanka,Excursión privada a Balapitiya + Criadero de tortugas de Kosgoda,"128.998,29 CL$",CLP,Sin valorar,4 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/bentota/excursion-balapitiya-criadero-tortugas-kosgoda/,2026-02-02
Bentota,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Ella,Sri Lanka,Tour privado por Ella,"245.096,76 CL$",CLP,1 opinión,16 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/ella/tour-privado-ella/,2026-02-02
Ella,Sri Lanka,Safari privado por el Parque Nacional Yala,"172.765,57 CL$",CLP,5 opiniones,54 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/ella/safari-parque-yala/,2026-02-02
Ella,Sri Lanka,Ruta privada de trekking por Little Adam's Peak,"257.996,59 CL$",CLP,Sin valorar,2 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/ella/trekking-little-adams-peak/,2026-02-02
Ella,Sri Lanka,Excursión privada a las cascadas de Diyaluma,"51.599,31 CL$",CLP,Sin valorar,,Ella Holidays (Private) Limited,ellaholidays24x7@gmail.com,+94750981007,"Ella Holidays (Private) Limited | Peliyadorawatta Idama, Haputale, Sri Lanka",https://www.civitatis.com/es/ella/excursion-privada-cascadas-diyaluma/,2026-02-02
Ella,Sri Lanka,Excursión privada a las cataratas Bambarakanda,"58.049,23 CL$",CLP,Sin valorar,,Ella Holidays (Private) Limited,ellaholidays24x7@gmail.com,+94750981007,"Ella Holidays (Private) Limited | Peliyadorawatta Idama, Haputale, Sri Lanka",https://www.civitatis.com/es/ella/excursion-privada-cataratas-bambarakanda/,2026-02-02
Ella,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Ella,Sri Lanka,Senderismo hasta una plantación de té de Haputale,"42.385,15 CL$",CLP,Sin valorar,2 viajeros,Sri Lanka Trekking Club,deen395@sltnet.lk,094 777646243,"B.M.Mohideen | Monisha Villa, Hamparawea, Bandarawela, Bandarawela, Sri Lanka",https://www.civitatis.com/es/haputale/senderismo-plantacion-te-haputale/,2026-02-02
Ella,Sri Lanka,Tour en tuk tuk por las plantaciones de té de Haputale,"23.035,41 CL$",CLP,1 opinión,4 viajeros,Sri Lanka Trekking Club,deen395@sltnet.lk,094 777646243,"B.M.Mohideen | Monisha Villa, Hamparawea, Bandarawela, Bandarawela, Sri Lanka",https://www.civitatis.com/es/haputale/tour-tuk-tuk-plantaciones-te/,2026-02-02
Udawalawe,Sri Lanka,Safari privado por el Parque Nacional de Udawalawe,"46.070,82 CL$",CLP,1 opinión,44 viajeros,Lakpura Solutions,sales2@lakpura.com,+94773524876,"Lakpura Solutions (Pvt) Ltd | No 78A, C.P De Silva Mawatha, Kaldemulla, Moratuwa, Sri Lanka",https://www.civitatis.com/es/udawalawe/safari-parque-udawalawe/,2026-02-02
Udawalawe,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Kitulgala,Sri Lanka,Rafting en Kitulgala,"29.485,32 CL$",CLP,Sin valorar,3 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/kitulgala/rafting-kitulgala/,2026-02-02
Kitulgala,Sri Lanka,Rápel en Kitulgala,"62.195,60 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/kitulgala/rapel-kitulgala/,2026-02-02
Kitulgala,Sri Lanka,Ruta privada de trekking por el Pico de Adán,"138.212,46 CL$",CLP,Sin valorar,,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/kitulgala/trekking-pico-adan/,2026-02-02
Kitulgala,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Unawatuna,Sri Lanka,Excursión privada a Galle,"184.283,28 CL$",CLP,Sin valorar,6 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/excursion-galle/,2026-02-02
Unawatuna,Sri Lanka,Snorkel en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,5 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/snorkel-unawatuna/,2026-02-02
Unawatuna,Sri Lanka,Buceo en Unawatuna,"59.892,06 CL$",CLP,Sin valorar,2 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/buceo-unawatuna/,2026-02-02
Unawatuna,Sri Lanka,Surf en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/surf-unawatuna/,2026-02-02
Unawatuna,Sri Lanka,Safari privado por el Parque Nacional Yala,"239.568,26 CL$",CLP,Sin valorar,10 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/safari-parque-yala/,2026-02-02
Unawatuna,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Unawatuna,Sri Lanka,Excursión privada a la reserva de Sinharaja,"161.247,87 CL$",CLP,Sin valorar,3 viajeros,Btr S L,roshanhussain104@yahoo.com,0094770286418,"BTR SL | 106 Colombo Road, Galle, Sri Lanka",https://www.civitatis.com/es/galle/excursion-reserva-sinharaja/,2026-02-02
Unawatuna,Sri Lanka,Snorkel en Hikkaduwa,"27.642,49 CL$",CLP,Sin valorar,3 viajeros,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/snorkel-hikkaduwa/,2026-02-02
Unawatuna,Sri Lanka,Bautismo de buceo en Hikkaduwa,"69.106,23 CL$",CLP,Sin valorar,2 viajeros,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/bautismo-buceo-hikkaduwa/,2026-02-02
Unawatuna,Sri Lanka,Curso de buceo PADI Open Water en Hikkaduwa,"432.144,29 CL$",CLP,Sin valorar,,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/curso-buceo-padi-open-water/,2026-02-02
Unawatuna,Sri Lanka,Surf en Weligama,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/weligama/surf-weligama/,2026-02-02
Weligama,Sri Lanka,Surf en Weligama,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/weligama/surf-weligama/,2026-02-02
Weligama,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Weligama,Sri Lanka,Snorkel en Mirissa,"23.035,41 CL$",CLP,1 opinión,19 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/snorkel-mirissa/,2026-02-02
Weligama,Sri Lanka,Safari privado por el Parque Nacional de Udawalawe,"313.281,57 CL$",CLP,Sin valorar,7 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/safari-udawalawe/,2026-02-02
Weligama,Sri Lanka,Excursión privada a Galle,"184.283,28 CL$",CLP,Sin valorar,6 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/excursion-galle/,2026-02-02
Weligama,Sri Lanka,Snorkel en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,5 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/snorkel-unawatuna/,2026-02-02
Weligama,Sri Lanka,Buceo en Unawatuna,"59.892,06 CL$",CLP,Sin valorar,2 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/buceo-unawatuna/,2026-02-02
Weligama,Sri Lanka,Surf en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/surf-unawatuna/,2026-02-02
Weligama,Sri Lanka,Buceo en Mirissa,"64.499,14 CL$",CLP,Sin valorar,3 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/buceo-mirissa/,2026-02-02
Weligama,Sri Lanka,Avistamiento de cetáceos en Mirissa,"59.892,06 CL$",CLP,4 opiniones,29 viajeros,Whale-Watching-Sri-Lanka,hasheeractive@gmail.com,+94779754963,"Pasikku Hannadige Hasheera Chaturanga | Kettagaha Watta, Mihiriwella Road, Mirissa, Mirissa, Sri Lanka",https://www.civitatis.com/es/mirissa/avistamiento-cetaceos-mirissa/,2026-02-02
Weligama,Sri Lanka,Safari privado por el Parque Nacional de Yala,"294.853,25 CL$",CLP,Sin valorar,17 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/mirissa/safari-parque-yala/,2026-02-02
Weligama,Sri Lanka,Safari privado por el Parque Nacional Yala,"239.568,26 CL$",CLP,Sin valorar,10 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/safari-parque-yala/,2026-02-02
Hikkaduwa,Sri Lanka,Bautismo de buceo en Hikkaduwa,"69.106,23 CL$",CLP,Sin valorar,2 viajeros,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/bautismo-buceo-hikkaduwa/,2026-02-02
Hikkaduwa,Sri Lanka,Snorkel en Hikkaduwa,"27.642,49 CL$",CLP,Sin valorar,3 viajeros,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/snorkel-hikkaduwa/,2026-02-02
Hikkaduwa,Sri Lanka,Curso de buceo PADI Open Water en Hikkaduwa,"432.144,29 CL$",CLP,Sin valorar,,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/curso-buceo-padi-open-water/,2026-02-02
Hikkaduwa,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Hikkaduwa,Sri Lanka,Excursión privada a Galle,"184.283,28 CL$",CLP,Sin valorar,6 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/excursion-galle/,2026-02-02
Hikkaduwa,Sri Lanka,Snorkel en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,5 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/snorkel-unawatuna/,2026-02-02
Hikkaduwa,Sri Lanka,Excursión privada a la reserva de Sinharaja,"161.247,87 CL$",CLP,Sin valorar,3 viajeros,Btr S L,roshanhussain104@yahoo.com,0094770286418,"BTR SL | 106 Colombo Road, Galle, Sri Lanka",https://www.civitatis.com/es/galle/excursion-reserva-sinharaja/,2026-02-02
