destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Pedra de Lume,Cabo Verde,Tour por la isla de Sal,"38.257,99 CL$",CLP,1.060 opiniones,7.895 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/tour-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Tour privado por la isla de Sal,"217.524,01 CL$",CLP,60 opiniones,875 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/tour-privado-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Tirolina en la isla de Sal,"66.951,48 CL$",CLP,14 opiniones,173 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/tirolina-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Excursión a Pedra de Lume + Baño con tiburones en Shark Bay,"33.885,65 CL$",CLP,40 opiniones,532 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/pedra-lume-shark-bay/,2026-02-02
Pedra de Lume,Cabo Verde,Tour por Santa María,"38.257,99 CL$",CLP,25 opiniones,336 viajeros,Mr. Friend Tours,mr.friendtours.capeverde@gmail.com,9979052,"Mr. Friend Tours Agencia Turismo LDA | Santa Maria - Cabo Verde, Santa María, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/tour-santa-maria/,2026-02-02
Pedra de Lume,Cabo Verde,Avistamiento de tiburones limón en la isla de Sal,"32.792,56 CL$",CLP,54 opiniones,744 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/bano-tiburones-limon-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Avistamiento nocturno de tortugas marinas,"38.257,99 CL$",CLP,480 opiniones,5.448 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/pedra-de-lume/avistamiento-nocturno-tortugas-marinas/,2026-02-02
Pedra de Lume,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Pedra de Lume,Cabo Verde,Tour en jeep por la isla de Sal,"41.537,24 CL$",CLP,188 opiniones,1.622 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-jeep-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Snorkel en la isla de Sal,"41.537,24 CL$",CLP,138 opiniones,1.689 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/snorkel-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Bautismo de buceo en la isla de Sal,"108.215,46 CL$",CLP,57 opiniones,594 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/bautismo-buceo-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Tour en quad por la isla de Sal,"98.377,69 CL$",CLP,28 opiniones,200 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-quad-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Excursión a Espargos,"32.792,56 CL$",CLP,86 opiniones,933 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/excursion-espargos/,2026-02-02
Pedra de Lume,Cabo Verde,Paseo en catamarán por la isla de Sal,"67.771,30 CL$",CLP,62 opiniones,1.528 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/paseo-catamaran-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Tour en buggy por la isla de Sal,"158.497,39 CL$",CLP,50 opiniones,326 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-buggy-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Tour por las salinas de Pedra de Lume y Santa María,"87.446,84 CL$",CLP,3 opiniones,61 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-salinas-pedra-lume-santa-maria/,2026-02-02
Pedra de Lume,Cabo Verde,Taller de cachupa en la isla de Sal,"38.257,99 CL$",CLP,4 opiniones,43 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/santa-maria/taller-cachupa-isla-sal/,2026-02-02
Pedra de Lume,Cabo Verde,Tour en coche eléctrico por la isla de Sal,"87.446,84 CL$",CLP,1 opinión,4 viajeros,Spinach Tours Cabo Verde,sofia.mira@spinach.global,+238 912 01 07,"Spinach Tours S A | Rua dos Douradores, 16, Lisboa, Portugal",https://www.civitatis.com/es/santa-maria/tour-coche-electrico-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tour por la isla de Sal,"38.257,99 CL$",CLP,1.060 opiniones,7.895 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/murdeira/tour-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tour privado por la isla de Sal,"217.524,01 CL$",CLP,60 opiniones,875 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/murdeira/tour-privado-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tirolina en la isla de Sal,"66.951,48 CL$",CLP,14 opiniones,173 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/murdeira/tirolina-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Excursión a Pedra de Lume + Baño con tiburones en Shark Bay,"33.885,65 CL$",CLP,40 opiniones,532 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/murdeira/pedra-lume-shark-bay/,2026-02-02
Murdeira,Cabo Verde,Tour por Santa María,"38.257,99 CL$",CLP,25 opiniones,336 viajeros,Mr. Friend Tours,mr.friendtours.capeverde@gmail.com,9979052,"Mr. Friend Tours Agencia Turismo LDA | Santa Maria - Cabo Verde, Santa María, Cabo Verde",https://www.civitatis.com/es/murdeira/tour-santa-maria/,2026-02-02
Murdeira,Cabo Verde,Avistamiento de tiburones limón en la isla de Sal,"32.792,56 CL$",CLP,54 opiniones,744 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/murdeira/bano-tiburones-limon-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Murdeira,Cabo Verde,Tour en jeep por la isla de Sal,"41.537,24 CL$",CLP,188 opiniones,1.622 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-jeep-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Snorkel en la isla de Sal,"41.537,24 CL$",CLP,138 opiniones,1.689 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/snorkel-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Bautismo de buceo en la isla de Sal,"108.215,46 CL$",CLP,57 opiniones,594 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/bautismo-buceo-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tour en quad por la isla de Sal,"98.377,69 CL$",CLP,28 opiniones,200 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-quad-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Excursión a Espargos,"32.792,56 CL$",CLP,86 opiniones,933 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/excursion-espargos/,2026-02-02
Murdeira,Cabo Verde,Paseo en catamarán por la isla de Sal,"67.771,30 CL$",CLP,62 opiniones,1.528 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/paseo-catamaran-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tour en buggy por la isla de Sal,"158.497,39 CL$",CLP,50 opiniones,326 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-buggy-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tour por las salinas de Pedra de Lume y Santa María,"87.446,84 CL$",CLP,3 opiniones,61 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-salinas-pedra-lume-santa-maria/,2026-02-02
Murdeira,Cabo Verde,Taller de cachupa en la isla de Sal,"38.257,99 CL$",CLP,4 opiniones,43 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/santa-maria/taller-cachupa-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Tour en coche eléctrico por la isla de Sal,"87.446,84 CL$",CLP,1 opinión,4 viajeros,Spinach Tours Cabo Verde,sofia.mira@spinach.global,+238 912 01 07,"Spinach Tours S A | Rua dos Douradores, 16, Lisboa, Portugal",https://www.civitatis.com/es/santa-maria/tour-coche-electrico-isla-sal/,2026-02-02
Murdeira,Cabo Verde,Avistamiento nocturno de tortugas marinas,"38.257,99 CL$",CLP,480 opiniones,5.448 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/avistamiento-nocturno-tortugas-marinas/,2026-02-02
São Filipe,Cabo Verde,Tour por la isla Fogo,"98.377,69 CL$",CLP,Sin valorar,5 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/sao-filipe/excursion-isla-fogo/,2026-02-02
São Filipe,Cabo Verde,Visita guiada por São Filipe,"43.723,42 CL$",CLP,Sin valorar,,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/sao-filipe/visita-guiada-sao-filipe/,2026-02-02
São Filipe,Cabo Verde,Tour gastronómico por São Filipe,"48.095,76 CL$",CLP,Sin valorar,,Qualitur,qualitursf@gmail.com,+2389971142,"Qualitur Viagens e Turismo LDA | Rua 4 de Setembro, São Filipe, Cabo Verde",https://www.civitatis.com/es/sao-filipe/tour-gastronomico-sao-filipe/,2026-02-02
São Filipe,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Curral Velho,Cabo Verde,"Sandboarding, 4x4 y avistamiento de tortugas por la costa oeste de Boa Vista","74.329,81 CL$",CLP,5 opiniones,50 viajeros,Boavista Go Tours & Expeditions,grupoboavistago@gmail.com,9567904,"BOAVISTA GO TRANSPORTE DIVERSOS SU LDA | Riba de Alto, Sal Rei, Cabo Verde",https://www.civitatis.com/es/curral-velho/tour-costa-oeste-boa-vista/,2026-02-02
Curral Velho,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Derrubado,Cabo Verde,"Sandboarding, 4x4 y avistamiento de tortugas por la costa oeste de Boa Vista","74.329,81 CL$",CLP,5 opiniones,50 viajeros,Boavista Go Tours & Expeditions,grupoboavistago@gmail.com,9567904,"BOAVISTA GO TRANSPORTE DIVERSOS SU LDA | Riba de Alto, Sal Rei, Cabo Verde",https://www.civitatis.com/es/derrubado/tour-costa-oeste-boa-vista/,2026-02-02
Derrubado,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Derrubado,Cabo Verde,Tour en 4x4 por la isla de Boa Vista,"60.119,70 CL$",CLP,7 opiniones,119 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-4x4-boa-vista/,2026-02-02
Derrubado,Cabo Verde,"Playa de Santa Mónica, desierto de Viana y cuevas de Varandinha","81.981,41 CL$",CLP,29 opiniones,166 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/sal-rei/santa-monica-desierto-viana-varandinha/,2026-02-02
Derrubado,Cabo Verde,Tour por el noreste de Boa Vista + Playa de Ervatão,"81.981,41 CL$",CLP,10 opiniones,111 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-noreste-boa-vista-ervatao/,2026-02-02
Derrubado,Cabo Verde,Tour en quad por el desierto de Viana y Cabo de Santa María,"98.377,69 CL$",CLP,9 opiniones,52 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/quad-desierto-viana-cabo-santa-maria/,2026-02-02
Derrubado,Cabo Verde,Tour en buggy por la isla de Boa Vista,"142.101,11 CL$",CLP,5 opiniones,37 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-buggy-boa-vista/,2026-02-02
Derrubado,Cabo Verde,Tour en quad por la isla de Boa Vista,"173.800,59 CL$",CLP,1 opinión,9 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-quad-boa-vista/,2026-02-02
Derrubado,Cabo Verde,Paseo en catamarán por la costa de Sal Rei,"67.771,30 CL$",CLP,Sin valorar,,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/paseo-catamaran-sal-rei/,2026-02-02
Nova Sintra,Cabo Verde,Tour por Nova Sintra y Fajã d’Água + Destilería de grog,"96.191,52 CL$",CLP,Sin valorar,,Qualitur,qualitursf@gmail.com,+2389971142,"Qualitur Viagens e Turismo LDA | Rua 4 de Setembro, São Filipe, Cabo Verde",https://www.civitatis.com/es/nova-sintra/tour-nova-sintra-faja-agua/,2026-02-02
Nova Sintra,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
