destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Tauranga,Nueva Zelanda,Tour en kayak por el lago McLaren con avistamiento de luciérnagas,"124.727,02 CL$",CLP,Sin valorar,,Waimarino Kayak Tours,info@glowwormkayaking.com,07 576 4233,"Waimarino Ltd | 36 Taniwha Place RD6 Bethlehem, Tauranga, Nueva Zelanda",https://www.civitatis.com/es/tauranga/tour-kayak-lago-mclaren-luciernagas/,2026-02-02
Tauranga,Nueva Zelanda,Tour en kayak por el lago McLaren,"97.009,91 CL$",CLP,Sin valorar,,Waimarino Kayak Tours,info@glowwormkayaking.com,07 576 4233,"Waimarino Ltd | 36 Taniwha Place RD6 Bethlehem, Tauranga, Nueva Zelanda",https://www.civitatis.com/es/tauranga/tour-kayak-lago-mclaren/,2026-02-02
Tauranga,Nueva Zelanda,Salto en paracaídas en Tauranga,"382.387,80 CL$",CLP,Sin valorar,,Skydive Tauranga,gui@skydivetauranga.com,075748533,"Skydive The Mount LTD | 2 Kittyhawk Way, Mount Maunganui, Nueva Zelanda",https://www.civitatis.com/es/tauranga/salto-paracaidas-tauranga/,2026-02-02
Tauranga,Nueva Zelanda,Paseo en barco por Tauranga,"52.662,52 CL$",CLP,Sin valorar,,Bay Explorer,info@bayexplorer.co.nz,021605968,"Bay Explorer N.Z Ltd | 6/100B STANLEY ROAD RD 2, WHAKATANE, Nueva Zelanda",https://www.civitatis.com/es/tauranga/paseo-barco-tauranga/,2026-02-02
Tauranga,Nueva Zelanda,Avistamiento de delfines en Tauranga,"97.009,91 CL$",CLP,Sin valorar,2 viajeros,Bay Explorer,info@bayexplorer.co.nz,021605968,"Bay Explorer N.Z Ltd | 6/100B STANLEY ROAD RD 2, WHAKATANE, Nueva Zelanda",https://www.civitatis.com/es/tauranga/avistamiento-delfines-tauranga/,2026-02-02
Tauranga,Nueva Zelanda,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Tekapo,Nueva Zelanda,Observación de estrellas en Tekapo,"60.423,31 CL$",CLP,1 opinión,16 viajeros,Chameleon Stargazing Limited,info@chameleonstargazing.com,0273657091,"Chameleon Stargazing Limited | 2 Rapuwai Lane, Lake Tekapo, Lake Tekapo, Nueva Zelanda",https://www.civitatis.com/es/tekapo/observacion-estrellas-tekapo/,2026-02-02
Tekapo,Nueva Zelanda,Vuelo en helicóptero o avioneta sobre los Alpes del Sur,"218.965,22 CL$",CLP,Sin valorar,4 viajeros,Air Safaris,penny@airsafaris.co.nz,+64 3 680 6880,"Air Safaris & Services NZ Limited | 253 Tekapo-Twizel Road, Lake Tekapo 7999, Lake Tekapo, Nueva Zelanda",https://www.civitatis.com/es/tekapo/vuelo-helicoptero-avioneta-alpes-sur/,2026-02-02
Tekapo,Nueva Zelanda,Excursión al Monte Cook,"152.444,14 CL$",CLP,Sin valorar,14 viajeros,Cheeky Kea Travel,tours@cheekykeatravel.com,0800 259 532,"Cheeky Kea Ltd | 2/22a Sylvia Street, Christchurch, Nueva Zelanda",https://www.civitatis.com/es/tekapo/excursion-monte-cook/,2026-02-02
Tekapo,Nueva Zelanda,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Franz Josef,Nueva Zelanda,Trekking por el glaciar Franz Josef + Vuelo en helicóptero,"440.702,16 CL$",CLP,1 opinión,33 viajeros,Franz Josef Glacier Guides,walks@franzjosefglacier.com,+64 3 752 0763,"FRANZ JOSEF GLACIER GUIDES LIMITED | Te Ao Marama, Glacier Base, 63 cron street Franz Josef Glacier, Franz Josef, Nueva Zelanda",https://www.civitatis.com/es/franz-josef/trekking-glaciar-franz-josef/,2026-02-02
Franz Josef,Nueva Zelanda,Paseo en helicóptero por Franz Josef,"213.421,80 CL$",CLP,2 opiniones,95 viajeros,Glacier Country Helicotpers Ltd,bookings@gch.nz,+6437520203,"Glacier Country Helicotpers Ltd | 10 Main Road, Franz Josef, Nueva Zelanda",https://www.civitatis.com/es/franz-josef/paseo-helicoptero-franz-josef/,2026-02-02
Franz Josef,Nueva Zelanda,Tour en quad por Franz Josef,"138.031,24 CL$",CLP,Sin valorar,9 viajeros,Franz Josef Wilderness Tours Ltd,info@franzjoseftours.co.nz,+64278680318,"FRANZ JOSEF WILDERNESS TOURS LIMITED | 30 Main Road, Franz Josef Glacier, Nueva Zelanda",https://www.civitatis.com/es/franz-josef/tour-quad-franz-josef/,2026-02-02
Franz Josef,Nueva Zelanda,Tour en kayak por el lago Mapourika,82.597 CL$,CLP,Sin valorar,1 viajero,Franz Josef Wilderness Tours Ltd,info@franzjoseftours.co.nz,+64278680318,"FRANZ JOSEF WILDERNESS TOURS LIMITED | 30 Main Road, Franz Josef Glacier, Nueva Zelanda",https://www.civitatis.com/es/franz-josef/tour-kayak-lago-mapourika/,2026-02-02
Franz Josef,Nueva Zelanda,Paseo en barco por el lago Mapourika,"69.292,79 CL$",CLP,2 opiniones,4 viajeros,Franz Josef Wilderness Tours Ltd,info@franzjoseftours.co.nz,+64278680318,"FRANZ JOSEF WILDERNESS TOURS LIMITED | 30 Main Road, Franz Josef Glacier, Nueva Zelanda",https://www.civitatis.com/es/franz-josef/paseo-barco-lago-mapourika/,2026-02-02
Franz Josef,Nueva Zelanda,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Napier,Nueva Zelanda,Tour por Napier y Hastings,"83.151,35 CL$",CLP,Sin valorar,2 viajeros,Napier Premium Tours,tere@premiumtours.co.nz,+64 210 796 817,"Morales-Probert, Maria Teresa | 299 Marine Parade, Napier, Nueva Zelanda",https://www.civitatis.com/es/napier/tour-napier-hastings/,2026-02-02
Napier,Nueva Zelanda,Tour de viñedos y bodegas por Hawke's Bay,"108.096,75 CL$",CLP,Sin valorar,,Napier Premium Tours,tere@premiumtours.co.nz,+64 210 796 817,"Morales-Probert, Maria Teresa | 299 Marine Parade, Napier, Nueva Zelanda",https://www.civitatis.com/es/napier/tour-vinedos-bodegas-hawkes-bay/,2026-02-02
Napier,Nueva Zelanda,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
