destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Arenal,Costa Rica,Tour del café y el chocolate,"42.047,84 CL$",CLP,23 opiniones,237 viajeros,North Fields Cafe,administracion@northfieldscafe.com,87133595,"COFFEE TOUR LA GRANJITA ALM SOCIEDAD ANONIMA | 400 sur de la escuela z trece, La Fortuna, Costa Rica",https://www.civitatis.com/es/arenal/tour-cafe-chocolate/,2026-02-01
Arenal,Costa Rica,Paseo a caballo a la Catarata La Fortuna,"68.556,26 CL$",CLP,15 opiniones,160 viajeros,Red Lava,reservations.redlava@gmail.com,+5062479 8004,"Red Lava TSC S.A. | La Fortuna, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/paseo-caballo-catarata-fortuna/,2026-02-01
Arenal,Costa Rica,Paseo en balsa por el río Peñas Blancas,72.304 CL$,CLP,2 opiniones,27 viajeros,Wave Expeditions,marketing@waveexpeditions.com,24797262,"Wave Tours S.A | Detrás de la iglesia Católica de la Fortuna, edificio esquinero color azul, La Fortuna, Costa Rica",https://www.civitatis.com/es/arenal/paseo-balsa-penas-blancas/,2026-02-01
Arenal,Costa Rica,Paddle surf en la laguna Arenal,"75.402,75 CL$",CLP,1 opinión,8 viajeros,Jacamar Naturalist Tours,webmaster@jacamartours.com,+50684578853,"Jacamar Tours S.A. | PROVINCIA 02 ALAJUELA, CANTON 10 SAN CARLOS, LA FORTUNA, San Carlos, Costa Rica",https://www.civitatis.com/es/arenal/paddle-surf-laguna-arenal/,2026-02-01
Arenal,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
Arenal,Costa Rica,Visita a una finca campesina,"87.797,72 CL$",CLP,Sin valorar,4 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/arenal/visita-finca-campesina/,2026-02-01
Arenal,Costa Rica,Tour en bicicleta por el lago Arenal,"82.633,15 CL$",CLP,Sin valorar,2 viajeros,Jacamar Naturalist Tours,webmaster@jacamartours.com,+50684578853,"Jacamar Tours S.A. | PROVINCIA 02 ALAJUELA, CANTON 10 SAN CARLOS, LA FORTUNA, San Carlos, Costa Rica",https://www.civitatis.com/es/arenal/tour-bicicleta-lago-arenal/,2026-02-01
Arenal,Costa Rica,Rápel en La Roca Canyoning,"102.377,35 CL$",CLP,Sin valorar,6 viajeros,La Roca,admin@larocacr.com,506-8897 7878,"3-101-765409 SOCIEDAD ANONIMA | CARTAGO-CARTAGO SAN NICOLAS , CONDOMINIO RIVERA DEL IRAZU, CASA M 26, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/rapel-arenal/,2026-02-01
Arenal,Costa Rica,Paseo en barco al atardecer por el lago Arenal,"117.752,24 CL$",CLP,Sin valorar,2 viajeros,Jacamar Naturalist Tours,webmaster@jacamartours.com,+50684578853,"Jacamar Tours S.A. | PROVINCIA 02 ALAJUELA, CANTON 10 SAN CARLOS, LA FORTUNA, San Carlos, Costa Rica",https://www.civitatis.com/es/arenal/paseo-barco-atardecer-lago-arenal/,2026-02-01
Arenal,Costa Rica,Excursión al Santuario de la Naturaleza Caño Blanco + Paseo en barco,"189.023,33 CL$",CLP,Sin valorar,,Jacamar Naturalist Tours,webmaster@jacamartours.com,+50684578853,"Jacamar Tours S.A. | PROVINCIA 02 ALAJUELA, CANTON 10 SAN CARLOS, LA FORTUNA, San Carlos, Costa Rica",https://www.civitatis.com/es/arenal/excursion-cano-blanco/,2026-02-01
Arenal,Costa Rica,Avistamiento de aves en Arenal,"97.093,95 CL$",CLP,Sin valorar,,Jacamar Naturalist Tours,webmaster@jacamartours.com,+50684578853,"Jacamar Tours S.A. | PROVINCIA 02 ALAJUELA, CANTON 10 SAN CARLOS, LA FORTUNA, San Carlos, Costa Rica",https://www.civitatis.com/es/arenal/avistamiento-aves-arenal/,2026-02-01
Arenal,Costa Rica,Tour en kayak por el lago Arenal,"75.402,75 CL$",CLP,Sin valorar,,Jacamar Naturalist Tours,webmaster@jacamartours.com,+50684578853,"Jacamar Tours S.A. | PROVINCIA 02 ALAJUELA, CANTON 10 SAN CARLOS, LA FORTUNA, San Carlos, Costa Rica",https://www.civitatis.com/es/arenal/tour-kayak-lago-arenal/,2026-02-01
Arenal,Costa Rica,Excursión a las cavernas del Venado,"99.452,28 CL$",CLP,Sin valorar,2 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/arenal/excursion-cavernas-venado/,2026-02-01
Isla del Caño,Costa Rica,Snorkel en la Isla del Caño,"93.236,52 CL$",CLP,6 opiniones,79 viajeros,Costa Rica Adventure Divers,info@costaricaadventuredivers.com,+34 639 208 432,"ADVENTURE DRAKE WATERSPORTS SA | BAHIA DRAKE, PUNTARENAS OSA, 200 METROS ESTE RIO AGUJITAS EN HOTEL JINETES DE OSA, Bahía Drake, Costa Rica",https://www.civitatis.com/es/bahia-drake/snorkel-isla-cano/,2026-02-01
Isla del Caño,Costa Rica,Senderismo nocturno por la finca Río Agujitas,"45.448,23 CL$",CLP,9 opiniones,228 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/senderismo-nocturno-finca-rio-agujitas/,2026-02-01
Isla del Caño,Costa Rica,Excursión a San Pedrillo,"98.126,86 CL$",CLP,Sin valorar,135 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-san-pedrillo/,2026-02-01
Isla del Caño,Costa Rica,Excursión a la selva de Corcovado,"62.157,68 CL$",CLP,12 opiniones,497 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-parque-nacional-corcovado/,2026-02-01
Isla del Caño,Costa Rica,Excursión a Sirena,"138.410,52 CL$",CLP,9 opiniones,309 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-sirena/,2026-02-01
Isla del Caño,Costa Rica,Tour en kayak por los manglares del río Sierpe,"105.119,60 CL$",CLP,Sin valorar,30 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/tour-kayak-manglares-rio-sierpe/,2026-02-01
Isla del Caño,Costa Rica,Paseo a caballo por Bahía Drake,"38.848,55 CL$",CLP,4 opiniones,65 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/paseo-caballo-bahia-drake/,2026-02-01
Isla del Caño,Costa Rica,Buceo en la Isla del Caño,"141.682,94 CL$",CLP,1 opinión,13 viajeros,Drake Divers,info@drakedivers.com,506-83103600,"LOOK OUT DRAKE BAY SA | Calle hacia los planes, Provincia de Puntarenas, Agujitas, Bahía Drake, Costa Rica",https://www.civitatis.com/es/bahia-drake/buceo-isla-cano/,2026-02-01
Isla del Caño,Costa Rica,Excursión de 1 o 2 días a la finca Río Agujitas,"54.845,01 CL$",CLP,Sin valorar,,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-finca-rio-agujitas/,2026-02-01
Isla del Caño,Costa Rica,Avistamiento de aves en la finca Río Agujitas,"29.250,67 CL$",CLP,4 opiniones,18 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/avistamiento-aves-finca-rio-agujitas/,2026-02-01
Isla del Caño,Costa Rica,Bautismo de buceo en la Isla del Caño,"191.957,54 CL$",CLP,Sin valorar,,Drake Divers,info@drakedivers.com,506-83103600,"LOOK OUT DRAKE BAY SA | Calle hacia los planes, Provincia de Puntarenas, Agujitas, Bahía Drake, Costa Rica",https://www.civitatis.com/es/bahia-drake/bautismo-buceo-isla-cano/,2026-02-01
Isla del Caño,Costa Rica,Tubing en el río Agujitas,43.876 CL$,CLP,Sin valorar,6 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/tubing-rio-agujitas/,2026-02-01
Isla del Caño,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
Bahía Drake,Costa Rica,Snorkel en la Isla del Caño,"93.236,52 CL$",CLP,6 opiniones,79 viajeros,Costa Rica Adventure Divers,info@costaricaadventuredivers.com,+34 639 208 432,"ADVENTURE DRAKE WATERSPORTS SA | BAHIA DRAKE, PUNTARENAS OSA, 200 METROS ESTE RIO AGUJITAS EN HOTEL JINETES DE OSA, Bahía Drake, Costa Rica",https://www.civitatis.com/es/bahia-drake/snorkel-isla-cano/,2026-02-01
Bahía Drake,Costa Rica,Senderismo nocturno por la finca Río Agujitas,"45.448,23 CL$",CLP,9 opiniones,228 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/senderismo-nocturno-finca-rio-agujitas/,2026-02-01
Bahía Drake,Costa Rica,Excursión a San Pedrillo,"98.126,86 CL$",CLP,Sin valorar,135 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-san-pedrillo/,2026-02-01
Bahía Drake,Costa Rica,Excursión a la selva de Corcovado,"62.157,68 CL$",CLP,12 opiniones,497 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-parque-nacional-corcovado/,2026-02-01
Bahía Drake,Costa Rica,Excursión a Sirena,"138.410,52 CL$",CLP,9 opiniones,309 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-sirena/,2026-02-01
Bahía Drake,Costa Rica,Paseo a caballo por Bahía Drake,"38.848,55 CL$",CLP,4 opiniones,65 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/paseo-caballo-bahia-drake/,2026-02-01
Bahía Drake,Costa Rica,Tour en kayak por los manglares del río Sierpe,"105.119,60 CL$",CLP,Sin valorar,30 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/tour-kayak-manglares-rio-sierpe/,2026-02-01
Bahía Drake,Costa Rica,Buceo en la Isla del Caño,"141.682,94 CL$",CLP,1 opinión,13 viajeros,Drake Divers,info@drakedivers.com,506-83103600,"LOOK OUT DRAKE BAY SA | Calle hacia los planes, Provincia de Puntarenas, Agujitas, Bahía Drake, Costa Rica",https://www.civitatis.com/es/bahia-drake/buceo-isla-cano/,2026-02-01
Bahía Drake,Costa Rica,Avistamiento de aves en la finca Río Agujitas,"29.250,67 CL$",CLP,4 opiniones,18 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/avistamiento-aves-finca-rio-agujitas/,2026-02-01
Bahía Drake,Costa Rica,Excursión de 1 o 2 días a la finca Río Agujitas,"54.845,01 CL$",CLP,Sin valorar,,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/excursion-finca-rio-agujitas/,2026-02-01
Bahía Drake,Costa Rica,Tubing en el río Agujitas,43.876 CL$,CLP,Sin valorar,6 viajeros,Nativos Corcovado Tours,nativoscorcovado@gmail.com,+50684261589,"Luis Emilio Gonzalez Castro | 75 metros este d ela escuela Drake, BahiaDrake, Costa Rica",https://www.civitatis.com/es/bahia-drake/tubing-rio-agujitas/,2026-02-01
Bahía Drake,Costa Rica,Bautismo de buceo en la Isla del Caño,"191.957,54 CL$",CLP,Sin valorar,,Drake Divers,info@drakedivers.com,506-83103600,"LOOK OUT DRAKE BAY SA | Calle hacia los planes, Provincia de Puntarenas, Agujitas, Bahía Drake, Costa Rica",https://www.civitatis.com/es/bahia-drake/bautismo-buceo-isla-cano/,2026-02-01
Bahía Drake,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
Jacó,Costa Rica,Excursión al Parque Nacional Manuel Antonio,"122.916,81 CL$",CLP,3 opiniones,76 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/excursion-parque-manuel-antonio/,2026-02-01
Jacó,Costa Rica,Excursión a Isla Tortuga,"127.971,69 CL$",CLP,7 opiniones,111 viajeros,Bay Island Cruises,directoracomercial@bayislandcruises.com,22353536,"Comercializadora Bay Island Cruises SRL | San José, Tibás, San José, Costa Rica",https://www.civitatis.com/es/jaco/excursion-isla-tortuga/,2026-02-01
Jacó,Costa Rica,Paseo en barco por Isla Damas,"122.916,81 CL$",CLP,Sin valorar,6 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/paseo-barco-isla-damas/,2026-02-01
Jacó,Costa Rica,Tour en kayak por Isla Damas,"122.916,81 CL$",CLP,Sin valorar,4 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/tour-kayak-isla-damas/,2026-02-01
Jacó,Costa Rica,Traslados en Jacó,"34.735,17 CL$",CLP,84 opiniones,2.157 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/jaco/traslados/,2026-02-01
Jacó,Costa Rica,Vuelo en paramotor por la bahía de Jacó,"173.675,87 CL$",CLP,Sin valorar,4 viajeros,Katto Sky Tours Jaco,info@costaricaparapente.com,+506 8345 5703,"BEX PARAGLIDING TANDEM FLIGHTS | CALLE LA NACION 69, CONTIGUO AL SUPER ANDI, Jacó, Costa Rica",https://www.civitatis.com/es/jaco/vuelo-paramotor-playa-esterillos/,2026-02-01
Jacó,Costa Rica,Entrada al Parque de Aventuras Rainforest Pacific,"60.941,94 CL$",CLP,Sin valorar,3 viajeros,Rainforest Adventure,jdaniel@rainforestadventure.com,+305 890 5914,"ELITE SHORE EXCURSIONS LDT | Intershore Chambers, Road Town, Tortola, BVI, Tortola, Reino Unido",https://www.civitatis.com/es/jaco/entrada-parque-aventuras-rainforest-pacific/,2026-02-01
Jacó,Costa Rica,Excursión al Parque Nacional de Carara,"98.126,86 CL$",CLP,Sin valorar,2 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/excursion-parque-nacional-carara/,2026-02-01
Jacó,Costa Rica,Paseo a caballo por la selva tropical,"104.671,70 CL$",CLP,Sin valorar,2 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/paseo-caballo-selva-tropical/,2026-02-01
Jacó,Costa Rica,Vuelo en parapente por Jacó,"141.682,94 CL$",CLP,1 opinión,5 viajeros,Katto Sky Tours Jaco,info@costaricaparapente.com,+506 8345 5703,"BEX PARAGLIDING TANDEM FLIGHTS | CALLE LA NACION 69, CONTIGUO AL SUPER ANDI, Jacó, Costa Rica",https://www.civitatis.com/es/jaco/vuelo-parapente-jaco/,2026-02-01
Jacó,Costa Rica,Rafting en el río Savegre,"151.838,41 CL$",CLP,Sin valorar,7 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/rafting-rio-savegre/,2026-02-01
Jacó,Costa Rica,Tirolina sobre la selva tropical,"89.863,55 CL$",CLP,Sin valorar,9 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/jaco/tirolina-selva-tropical/,2026-02-01
Jacó,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
Jacó,Costa Rica,Safari de cocodrilos en la selva tropical,"36.563,34 CL$",CLP,2 opiniones,58 viajeros,Jungle Crocodile Safari,info@junglecrocodilesafari.com,89935348,"Inversiones Turisticas de Centroamerica S.A. | 2 km al Norte, Camino a Playa Azul, Oficinas de Jungle Crocodile Safari, a mano derecha, Portón de Color Verde, Tárcoles, Costa Rica",https://www.civitatis.com/es/tarcoles/safari-cocodrilos-selva-tropical/,2026-02-01
Jacó,Costa Rica,Senderismo por el Parque Nacional Carara,"45.704,17 CL$",CLP,Sin valorar,,G&r Adventures,adventuresgyr@gmail.com,86598823,"Geovanna Pizarro Lopez | Riojalandia 1 Casa 360, Puntarenas, Costa Rica",https://www.civitatis.com/es/tarcoles/senderismo-parque-nacional-carara/,2026-02-01
Guanacaste,Costa Rica,Paseo a caballo por el Parque Diamante Eco,"59.909,03 CL$",CLP,1 opinión,12 viajeros,Diamante Eco Adventure Park,luciana@diamanteadventure.com,50621055200,"DEAP Eco Park SRL | 350 mts este del Hotel RIU Guanacaste, Sardinal, Carrillo, Guanacaste, Costa Rica",https://www.civitatis.com/es/guanacaste/paseo-caballo-parque-diamante-eco/,2026-02-01
Guanacaste,Costa Rica,Excursión a Isla Tortuga,"137.112,53 CL$",CLP,89 opiniones,1.635 viajeros,Bay Island Cruises,directoracomercial@bayislandcruises.com,22353536,"Comercializadora Bay Island Cruises SRL | San José, Tibás, San José, Costa Rica",https://www.civitatis.com/es/guanacaste/tour-isla-tortuga/,2026-02-01
Guanacaste,Costa Rica,Tour en quad por el Parque Diamante Eco,72.304 CL$,CLP,2 opiniones,35 viajeros,Diamante Eco Adventure Park,luciana@diamanteadventure.com,50621055200,"DEAP Eco Park SRL | 350 mts este del Hotel RIU Guanacaste, Sardinal, Carrillo, Guanacaste, Costa Rica",https://www.civitatis.com/es/guanacaste/tour-quad-parque-diamante-eco/,2026-02-01
Guanacaste,Costa Rica,"Senderismo por Sensoria, Tierra de los Sentidos","132.542,11 CL$",CLP,1 opinión,26 viajeros,Sensoria Eco-Luxury Rainforest Experiences,ota@sensoria.cr,+506 8828-8383,"San Mateo Los Tres S.A. | Del AM PM 600 metros al norte, Residencial Cerro Alto, Casa 309, San José, Costa Rica",https://www.civitatis.com/es/guanacaste/senderismo-sensoria/,2026-02-01
Guanacaste,Costa Rica,Rafting en el río Tenorio,"155.394,20 CL$",CLP,3 opiniones,16 viajeros,Miguetours Transfers Y Tours,info.miguetours@gmail.com,+50689506254,"Miguel Ángel Castrillo Canales | Frente al taller del Paisa., Liberia, Costa Rica",https://www.civitatis.com/es/guanacaste/rafting-rio-tenorio/,2026-02-01
Guanacaste,Costa Rica,Excursión a Granada y Parque Nacional Masaya,"260.513,80 CL$",CLP,1 opinión,19 viajeros,Miguetours Transfers Y Tours,info.miguetours@gmail.com,+50689506254,"Miguel Ángel Castrillo Canales | Frente al taller del Paisa., Liberia, Costa Rica",https://www.civitatis.com/es/guanacaste/excursion-granada-parque-masaya/,2026-02-01
Guanacaste,Costa Rica,Traslados en Guanacaste,"61.243,59 CL$",CLP,10 opiniones,193 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/guanacaste/traslados/,2026-02-01
Guanacaste,Costa Rica,Paseo en barco y snorkel en las cuevas de Guanacaste,"163.620,95 CL$",CLP,3 opiniones,48 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/guanacaste/paseo-barco-snorkel-cuevas-guanacaste/,2026-02-01
Guanacaste,Costa Rica,Tour de aventura en el Parque Diamante Eco,"129.114,29 CL$",CLP,2 opiniones,26 viajeros,Diamante Eco Adventure Park,luciana@diamanteadventure.com,50621055200,"DEAP Eco Park SRL | 350 mts este del Hotel RIU Guanacaste, Sardinal, Carrillo, Guanacaste, Costa Rica",https://www.civitatis.com/es/guanacaste/tour-aventura-parque-diamante-eco/,2026-02-01
Guanacaste,Costa Rica,Tour cultural por el Parque Diamante Eco,"59.909,03 CL$",CLP,2 opiniones,9 viajeros,Diamante Eco Adventure Park,luciana@diamanteadventure.com,50621055200,"DEAP Eco Park SRL | 350 mts este del Hotel RIU Guanacaste, Sardinal, Carrillo, Guanacaste, Costa Rica",https://www.civitatis.com/es/guanacaste/tour-cultural-parque-diamante-eco/,2026-02-01
Guanacaste,Costa Rica,Pesca en Playas del Coco,"181.902,62 CL$",CLP,Sin valorar,7 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/guanacaste/pesca-playas-coco/,2026-02-01
Guanacaste,Costa Rica,Packrafting en el cañón del río Colorado,"82.267,51 CL$",CLP,Sin valorar,,Ecoaventuras,info.ecoaventuras.cr@gmail.com,88683938,"Marco Tulio mendez Aguero | Turrialba, LIBERIA, Costa Rica",https://www.civitatis.com/es/guanacaste/packrafting-canon-rio-colorado/,2026-02-01
Guanacaste,Costa Rica,Excursión a Liberia y el Parque Nacional Santa Rosa,"287.936,31 CL$",CLP,1 opinión,4 viajeros,Il Viaggio Travel Costa Rica,stephanie@ilviaggiocr.com,22898225,"il viaggio travel s.a. | entre calle 132 y 130 en avenida 32, Escazu Centro, Escazu, Costa Rica",https://www.civitatis.com/es/guanacaste/excursion-liberia-parque-santa-rosa/,2026-02-01
Guanacaste,Costa Rica,Excursión al Sky Adventures Monteverde Park,"287.936,31 CL$",CLP,Sin valorar,11 viajeros,Il Viaggio Travel Costa Rica,stephanie@ilviaggiocr.com,22898225,"il viaggio travel s.a. | entre calle 132 y 130 en avenida 32, Escazu Centro, Escazu, Costa Rica",https://www.civitatis.com/es/guanacaste/excursion-sky-adventures-monteverde-park/,2026-02-01
Guanacaste,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
La Fortuna,Costa Rica,Tour del café y el chocolate,"42.047,84 CL$",CLP,15 opiniones,119 viajeros,North Fields Cafe,administracion@northfieldscafe.com,87133595,"COFFEE TOUR LA GRANJITA ALM SOCIEDAD ANONIMA | 400 sur de la escuela z trece, La Fortuna, Costa Rica",https://www.civitatis.com/es/la-fortuna/tour-cafe-chocolate/,2026-02-01
La Fortuna,Costa Rica,Traslado a Monteverde + Barco por el lago Arenal,"44.790,09 CL$",CLP,15 opiniones,193 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/la-fortuna/traslado-monteverde-barco-lago-arenal/,2026-02-01
La Fortuna,Costa Rica,Rafting en La Fortuna,"63.985,84 CL$",CLP,27 opiniones,238 viajeros,La Fortuna Rafting,info@lafortunarafting.com,89559010,"3-101-757246 SOCIEDAD ANONIMA | La Fortuna de San Carlos, Alajuela, Costa Rica. 175m North from Banco Nacional Name  Email Subject, La Fortuna, Costa Rica",https://www.civitatis.com/es/la-fortuna/rafting-fortuna/,2026-02-01
La Fortuna,Costa Rica,Tour por los puentes colgantes de Arenal,"45.448,23 CL$",CLP,12 opiniones,147 viajeros,Mistico Arenal Hanging Bridges Park,director@misticopark.com,+506-2479-8282,"NALAVI VERDE SOCIEDAD ANONIMA | ALAJUELA-SAN CARLOS VENADO, SANGREGADO, Alajuela , Costa Rica",https://www.civitatis.com/es/la-fortuna/tour-puentes-colgantes-arenal/,2026-02-01
La Fortuna,Costa Rica,Visita al Parque de Observación de Perezosos,"46.481,14 CL$",CLP,15 opiniones,114 viajeros,Arenal Jungle Tours,arenaljungletours@gmail.com,+50624790012,"Ariel Hassan Pinell Cardenas | South Side of Central Park of La Fortuna, La Fortuna, Costa Rica",https://www.civitatis.com/es/la-fortuna/excursion-parque-observacion-perezosos/,2026-02-01
La Fortuna,Costa Rica,Excursión a la Catarata Río Fortuna,"52.267,29 CL$",CLP,7 opiniones,65 viajeros,Ecoterra Costa Rica,claudio@terralunagroup.com,24798333,"Ecoterra Z.N sociedad anonima | La Fortuna San Carlos Arenal, La Fortuna, Costa Rica",https://www.civitatis.com/es/la-fortuna/excursion-catarata-rio-fortuna/,2026-02-01
